	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Item_Response_Tag	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131118131243	1500	1500	NR			M	380469	8	10454391	Y	53045	 i Dont even know thes e 3 things 	PRP VBP RB VB NNS VB CD NNS	T		20131023161039	2541		T	20131024151017	2356		T					20131025131039	2541		T		
1	AI-XC	20131118131243	1500	1500	NR			M	380470	8	10454394	Y	53045	       The discover was alot of help because with out the scientis discovering the stuff, we might not know any thing about the older day. 	DT NN VBD VBN IN NN IN IN IN DT NNS VBG DT NN , PRP MD RB VB DT NN IN DT NN NN .	0		20131023161034	2541	0		20131024151010	2356	0											
2	AI-XC	20131118131243	1500	1500	NR			M	380517	8	10454397	Y	53045	 aberham linclen 	NN VBN	T		20131023161007	2356		T	20131024151039	2338		T					20131025131002	2356		T		
3	AI-XC	20131118131243	1500	1500	NR			F	380524	8	10454399	Y	53045	 We are able, as in present day today, to learn about the many diverse cultures and history of many different groups of peoples that once ruled many elaborate empires and civilizatons across the continents. The discoveries that have been made about the Inca have a great importance in the  history of many early civilizations. Their way of running and controling a civilization was very different then others because they had no form of alphabet or even a system of writing at that. They made knots in strings to record their calender. However, as of today noone knows the meanings of these knots which makes understanding the history of the Inca's very difficult, but also very unique because there is very limited history about them which means there is alot yet to still be found.       Also of great importance to early civilizations was the Pueblans. They were also very unique in their own way because they often followed a very nomadic life style. They got the nickname the 'Cliff Dwellers' because they built their dwellings underneath overhanging cliffs. Historians have shown that the Pueblo people occationally packed up and moved, which gave them their nomadic lifestyle. However the history stops here for the Puebloans because once they packed up and left Mesa Verde, their home for most of the time, they travled south probably into Mexico and Arizona, and were never really heard from again.       Finally, probably one of the most talked about and most interesting civilizatons of all time is the city of Neapolis which is belived to resemble in detail alot of the myths of the 'lost city of Atlantis'. What is so unique about this myth is that it truly was a lost city since it was thought to be submerged down into the deep ocean. This was finally discovered by a team known as Pavlopetri. This discovery was so magnificent because it is proven that this underwater city dates back to more than 5,000 years ago. 'It is by no doubt', described by Dr Jon Henderson, the oldest submerged town in the world.' 	PRP VBP JJ , IN IN NN NN NN , TO VB IN DT JJ NN NNS CC NN IN JJ JJ NNS IN NNS WDT RB VBD JJ JJ NNS CC NNS IN DT NNP NNP NNS WDT VBP VBN VBN IN DT NNP VBP DT JJ NN IN DT NN IN JJ JJ NNP NNP NN IN VBG CC VBG DT NN VBD RB JJ RB NNS IN PRP VBD DT NN IN NN CC RB DT NN IN VBG IN NNP NNP VBD NNS IN NNS TO VB PRP$ NNP NNP , IN IN NN NN VBZ DT NNS IN DT NNS WDT VBZ VBG DT NN IN DT NNP POS RB JJ , CC RB RB JJ IN EX VBZ RB VBN NN IN PRP WDT VBZ RB VBZ VBN RB TO RB VB NNP NNP IN JJ NN TO RB NNS VBD DT NNP NNP VBD RB RB JJ IN PRP$ JJ NN IN PRP RB VBD DT RB JJ NN NNP NNP VBD DT NN DT JJ NNS POS IN PRP VBD PRP$ NNS NN VBG NNP NNP VBP VBN IN DT NNP NNS RB VBD RP CC VBD , WDT VBD PRP PRP$ JJ NNP NNP DT NN NNS RB IN DT NNPS IN RB PRP VBD RP CC VBD NNP NNP , PRP$ NN IN JJS IN DT NN , PRP VBD JJ RB IN NNP CC NNP , CC VBD RB RB VBN IN NNP NNP , RB CD IN DT RBS JJ IN CC JJS JJ NNS IN DT NN VBZ DT NN IN NNP WDT VBZ VBN TO JJ IN NN NN IN DT NNS IN DT JJ NN IN NNP NNP VBZ RB JJ IN DT NN VBZ IN PRP RB VBD DT VBN NN IN PRP VBD VBN TO VB VBN RP IN DT JJ NNP NNP VBD RB VBN IN DT NN VBN IN NNP NNP NN VBD RB JJ IN PRP VBZ VBN IN DT NN NN VBZ RB TO JJR IN CD NNS NNP JJ VBZ IN DT NN '' , VBD IN NNP NNP NNP , DT JJS JJ NN IN DT NN . ''	2		20131025111037	2410	2		20131024161012	2360	2		20131025111028	2381	2							
4	AI-XC	20131118131243	1500	1500	W	N	N	F	380790	8	10454402	Y	53045	 Archeologists find things out by looking and finding acient artifacts.They learn about weather difficulties and how ancient ancestors lived. Sometimes being an archeologist can be difficult though, you have to desipher languages you dont understand and its very hard. 	NNS VBP NNS IN IN NN CC NN NN NN NN IN NN NNS CC WRB JJ NNS NNP NNP VBG DT NN MD VB JJ IN , PRP VBP TO RBR NNS PRP VBP VBP CC PRP$ JJ JJ .	1		20131023161003	2370	1		20131025141023	2356	1											
5	AI-XC	20131118131243	1500	1500	NR			M	380846	8	10454405	Y	53045	           		B		20131023161011	2370		B	20131024151054	2356		B										
6	AI-XC	20131118131243	1500	1500	NR			M	380953	8	10454408	Y	53045	      There have been many civilizations since humans were created.  The Puebloans, the Greeks, the Incas, all were great civilizations.  What do they all have in common?  They all eventually failed.One of the main reasons we study these civilizations is to discover what made them fail.  Learning why ancient civilizations failed helps us learn about their civilization and make sure that we don't make the same mistakes they did.            The Incas were one of the most successful ancient civilizations. At the height of their power, the Incas occupied an area of land almost the size of the Roman empire.  The fall of the empire was caused by foreign invaders killing their king.  We learned know this because it was Spanish invaders who killed their king, who at the time had records of what happens, unlike the Inca.  If the Spanish had not recorded this, we could have discovered this by studying things from the Incas.  From studying the Incas, we learn that we should not immediately be trusting to new people.            Ancient Puebloans lived in Mesa Verde many years ago.  They were basket makers and would live in small houses called pithouses. As their populaton grew, they statred to expand their housing into stone houses with pithouses in front of them.  When their population reached several thousand, it started to drop, and the puebloan moved into the cliff dwelling that they had once occupied.  No one knows why this happened.  Eventually, we could find out why and make sure that we don't make the same mistake that they did, but only if we continue to study them.            Recently, a Greek civilization site was explored for the first time.  It is only now being explored because the site happens to be underwater.  From studying the remains of the site, archeologist have concluded that the city was submerged at around 1000 BC.  This is because pottery found at the site resembled pottery from the stone age, around 5000 years ago.  The only way that the city could have been submerged was if the sea level was rising, something that is happening today.  If we don't stop global warming, the icecaps will melt, and soon we will end up just like the Greeks, underwater.            By studying ancient civilizations, we learn more then just who they were and how they lived.  We see the evolution of their civilization, how they began, how they survived, and how they died.  By studying them, we can make sure that we don't make the same mistakes that they did, and that the human race always survives, and always thrives. 	EX VBP VBN JJ NNS IN NNS VBD NNP NNP NNP , DT NNP , DT NNP , DT VBD JJ NNP WP VBP PRP DT VBP IN JJ . PRP DT RB JJ IN DT JJ NNS PRP VBP DT NNS VBZ TO RB WP VBN PRP NNP NNP WRB JJ NNS VBD NNS PRP VBP IN PRP$ NN CC VB JJ IN PRP VBP RB VB DT JJ NNS PRP NNP NNP NNP VBD CD IN DT RBS JJ NN NNP NNP DT NN IN PRP$ NN , DT NNP VBD DT NN IN NN RB DT NN IN DT JJ NNP NNP NN IN DT NN VBD VBN IN JJ NNS VBG PRP$ NNP NNP VBD RB DT IN PRP VBD JJ NNS WP VBN PRP$ NN , WP IN DT NN VBD NNS IN WP NNS , IN DT NNP NNP DT NNP VBD RB VBN DT , PRP MD VB VBN DT IN NN NNS IN DT NNP NNP VBG DT NNP , PRP VBP IN PRP MD RB RB VB VBG TO JJ NNP NNP NNP VBD IN NNP NNP JJ NNS NNP NNP VBD NN NNS CC MD VB IN JJ NNS VBN NNP NNP PRP$ NN VBD , PRP VBD TO VB PRP$ NN IN NN NNS IN NNS IN JJ IN NNP NNP PRP$ NN VBD JJ CD , PRP VBD TO VB , CC DT NN VBD IN DT NN VBG IN PRP VBD RB NNP NNP CD VBZ WRB DT NNP NNP , PRP MD VB RP WRB CC VB JJ IN PRP VBP RB VB DT JJ NN IN PRP VBD , CC RB IN PRP VBP TO NN NNP NNP , DT NNP NN NN VBD VBN IN DT JJ NNP NNP VBZ RB RB VBG VBN IN DT JJ NNS TO VB NNP NNP VBG DT NNS IN DT JJ , NN VBP VBN IN DT NN VBD VBN IN IN CD NNP NNP VBZ IN NN VBD IN DT JJ VBN NN IN DT NN NN , IN CD NNS NNP NNP RB NN IN DT NN MD VB VBN VBN VBD IN DT NN NN VBD VBG , NN IN VBZ VBG NNP NNP PRP VBP RB VB JJ NN , DT NNS MD VB , CC RB PRP MD VB RP RB IN DT NNP , NNP NNP NN NN NNS , PRP VBP JJR RB RB WP PRP VBD CC WRB PRP NNP NNP VBP DT NN IN PRP$ NN , WRB PRP VBD , WRB PRP VBD , CC WRB PRP NNP NNP NN PRP , PRP MD VB JJ IN PRP VBP RB VB DT JJ NNS WDT PRP VBD , CC IN DT JJ NN RB VBZ , CC RB VBZ .	2		20131023161054	2356	2		20131023161008	2370	2											
7	AI-XC	20131118131243	1500	1500	NR			M	380954	8	10454411	Y	53045	      Engraved deep in human nature is the inborn want to know everything about the world. To want to know what happened before us, what is happening around us, and what will happen after us. Learning about entire civilizations before ours existed is an enormous leap in our understanding of our world. Not only can learning about the past contribute to our simple quest for knowledge, but it can in many cases help us improve what is happening around us. It is a well known and widely accepted fact that the more experience one has, the generally better prepared for life they are. As humans are limited by our short lifetimes, learning about those before us serves as our 'experience,' and can help us make decisions based off of their successes and failures. For this reason, the recent discoveries of the Inca, the Puebloans, and the Pavlopetri are important ones. The discoveries of these three civilizations are vital because they allow us to improve our understanding of the world before us and help us improve our own.        Uncovering ancient civilizations can give profound insight into what turns history took before we existed. For example, the discovery of the lost city of Atlantis, the Pavlopetri's hometown, confirmed the legends captured by the ancient Greeks and filled a hole in our understanding of what happened during the time period roughly 5000 years ago (Smith). Without the discovery of Atlantis, we would have been left wondering what had happened. Several other similar instances exist, such as the ancient Incan empire and the Puebloans. The discovery of the Incan empire filled a significant gap, about one hundred years (1438-1532) in our knowledge of the events before us. It explained temples, buildings, and ruins still in existence, and more importantly contributed to the residents' knowledge of their ancestry and heritage (Gruber). The discovery of the Puebloans had a similar effect, it filled a hole in our understanding of our country's history and the people before us, and let residents descended from them know their heritage and personal history (Mesa Verde National Park). However, knowledge of the past is useful for more that just for knowing.        Discovering ancient civilizations can help improve our world, by learning from the past mistakes of others. For example, the discovery of what happened to the Pavlopetri civilization at Atlantis taught us that ocean level rising can have a disastrous effect on humans, and thus gave insight into the current issue of global warming. Similarly, lessons can be learned from each of the other civilizations, such as the dangers of drought from the Puebloans (Mesa Verde National Park).        Without the discovery of these three civilizations: the Inca, the Puebloans, and the Pavlopetri, we know considerably more about the events before us and the reasons for why those events happened. From learning about these three civilizations, additional insight that we would have originally been without was provided into our current world, and the addition of these three civilizations into our history 'lexicon' will permanently change our understanding of the world for the better. 	NNP VBP IN JJ NN VBZ DT NN NN TO VB NN IN DT NNP NNP VB TO VB WP VBN IN PRP , WP VBZ VBG IN PRP , CC WP MD VB IN NNP NNP IN JJ NNS IN NNS VBN VBZ DT JJ NN IN PRP$ NN IN PRP$ NNP NNP RB MD VB IN DT JJ NN TO PRP$ NN NN IN NN , CC PRP MD IN JJ NNS VBP PRP VB WP VBZ VBG IN NNP NNP VBZ DT RB VBN CC RB VBN NN IN DT RBR NN CD VBZ , DT RB RBR VBN IN NN PRP NNP NNP VBZ VBP VBN IN PRP$ JJ NNS , VBG IN DT IN PRP VBZ IN PRP$ NN , '' CC MD VB PRP VB NNS VBN RP IN PRP$ NNS CC NNP NNP DT NN , DT JJ NNS IN DT NNP , DT NNPS , CC DT NNP VBP JJ NNP NNP NNS IN DT CD NNS VBP JJ IN PRP VBP PRP TO VB PRP$ NN IN DT NN IN PRP CC VB PRP VB PRP$ NNP NNP NN NNS MD VB NN NN IN WP NNS VBP NN IN PRP NNP NNP NN , DT NN IN DT JJS NN IN NNP , DT NNP POS NN , VBD DT NNS VBD IN DT JJ NNP CC VBD DT NN IN PRP$ NN IN WP VBN IN DT NN NN RB CD NNS RB : NNP : . IN DT NN IN NNP , PRP MD VB VBN VBN VBG WP VBD NNP NNP JJ JJ NNS VBP , JJ IN DT JJ NNP NN CC DT NNP NNP NN IN DT NNP NN VBD DT JJ NN , IN CD VBN NNS : CD CD IN PRP$ NN IN DT NNS IN NNP NNP VBD NNS , NNS , CC NNS RB IN NN , CC JJR RB VBN TO DT NNS POS NN IN PRP$ NN CC NN : NNP : . DT NN IN DT NNPS VBD DT JJ NN , PRP VBD DT NN IN PRP$ NN IN PRP$ NN POS NN CC DT NNS IN PRP , CC VB NNS VBN IN PRP VBP PRP$ NN CC JJ NN : NNP NNP NNP NNP NNP . NNP , NN IN DT JJ VBZ JJ IN RBR IN RB IN NNP NNP NN NNS MD VB VB PRP$ NN , IN NN IN DT JJ NNS IN NNP NNP NN , DT NN IN WP VBN TO DT NNP NN IN NNP VBD PRP IN JJ NN VBG MD VB DT JJ NN IN NNS , CC RB VBD VBN IN DT JJ NN IN JJ NNP NNP , NNS MD VB VBN IN DT IN DT JJ NNS , JJ IN DT NNS IN NN IN DT NNPS NNP NNP NNP NNP NNP NNP . IN DT NN IN DT CD NNS : DT NNP , DT NNPS , CC DT NNP , PRP VBP RB RBR IN DT NNS IN PRP CC DT NNS IN WRB DT NNS NNP NNP VBG IN DT CD NNS , JJ NN WDT PRP MD VB RB VBN IN VBD VBN IN PRP$ JJ NN , CC DT NN IN DT CD NNS IN PRP$ NN NN '' MD RB VB PRP$ NN IN DT NN IN DT JJR .	2		20131023161013	2356	2		20131024151047	2365	2		20131024161030	2381	3							
8	AI-XC	20131118131243	1500	1500	NR			F	380998	8	10454414	Y	53045	 ? 	.	U		20131023161048	2356		T	20131023161053	2370		T					20131025131044	2356		U		
9	AI-XC	20131118131243	1500	1500	NR			F	381000	8	10454416	Y	53045	  		U		20131023161042	2356		U	20131023161034	2370		U					20131025121049	2356		U		
10	AI-XC	20131118131243	1500	1500	NR			F	381002	8	10454419	Y	53045	  		U		20131023161036	2356		U	20131023161027	2541		T	20131024101010	2381		T	20131025121025	2356		U		
