	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Item_Response_Tag	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131118131242	1500	1500	NR			M	392075	5	10472403	Y	56196	 if you are going to go in the sercic you need a talent  and have to be very good at it . 	IN PRP VBP VBG TO VB IN DT JJ PRP VBP DT NN CC VB TO VB RB JJ IN PRP .	0		20131024113830	935	0		20131024135502	693	0		20131025155748	543	0							
1	AI-XC	20131118131242	1500	1500	W			M	392284	5	10472405	Y	56196	        I am 26 years old and my name is Tyler Johnson. I am a tightrope walker. I have a long and busy day ahead of me.              It is 7:00 A.M. and I am going to the pie car for breakfast. I order sausage, eggs, and pancakes. I get some orange juice to go with it. Right now they are setting up the tent for tonight's show.              Now it is 9:30 A.M. and it is time to start practicing for tonight's show. I will be walking above a pool of sharks. I stumbled a few times but never fell.              It is now 3:00 P.M. and practice is over. I get a break time for 30 minutes. I am going back to my trailer to take a nap.              3:30 P.M. It is time to help set everything up for the show tonight. I help set my tightrope and the pool of sharks up for the show.              6:30 P.M. Now it is dinnertime. My friends and I go to the pie car to eat. We are all talking about the big show tonight.              10:30 P.M. Show time! I am the last act of the night. I wait for a hour to go by and I am finally up. The lights face towards center stage. The announcer says,'Now what you've all been waiting for Tylar Johnson!' I step onto the tightrope and I keep my balance until halfway. I look down and I see the sharks going around in circles. I start wobbling and everyone in the crowd gasp. Then I think to myself pull it together Tyler. I get my balance back and walked the rest of the way. Hurray! The crowd goes wild. Everybody applauds and shouts,'Tyler, Tyler, Tyler!'              12:00 A.M. Ah, it's nice to be in bed. It's been a long day. Circus work is hard.         	PRP VBP CD NNS JJ CC PRP$ NN VBZ NNP NNP NNP VBP DT NN NNP PRP VBP DT JJ CC JJ NN RB IN NNP NNP VBZ CD NNP CC PRP VBP VBG TO DT NN NN IN NNP NNP NN NN , NNS , CC NNP NNP VBP DT NN NN TO VB IN NNP NNP RB PRP VBP VBG RP DT NN IN NN POS NNP NNP PRP VBZ CD NNP CC PRP VBZ NN TO VB NN IN NN POS NNP NNP MD VB VBG IN DT NN IN NNP NNP VBD DT JJ NNS CC RB NNP PRP VBZ RB CD NNP CC NN VBZ NNP PRP VBP DT NN NN IN CD NNP NNP VBP VBG RB TO PRP$ NN TO VB DT NNP CD NNP NNP VBZ NN TO VB VBN NN RP IN DT NN NNP PRP VBP VBN PRP$ NN CC DT NN IN NNS IN IN DT NNP CD NNP NNP PRP VBZ NNP NNP NNS CC PRP VBP TO DT NN NN TO NNP NNP VBP DT VBG IN DT JJ NN NNP CD NNP NNP NN . PRP VBP DT JJ NN IN DT NNP NNP NN IN DT NN TO VB IN CC PRP VBP RB NNP NNP NNS VBP NNS RBR NNP NNP NN VBZ , NNP WP PRP VBP DT VBN VBG IN NNP NNP . '' PRP VBP IN DT NN CC PRP VBP PRP$ NN IN NNP NNP VBP RP CC PRP VBP DT NNS VBG IN IN NNP NNP NN VBG CC NN IN DT NN NNP NNP NNP VBP TO PRP VBP PRP RB NNP PRP VBP PRP$ NN RB CC VBD DT NN IN DT NNP NNP . DT NN VBZ NNP NNP VBZ CC NNS , JJ , NNP , NNP . '' CD NNP NNP , PRP VBZ JJ TO VB IN NNP NNP POS VBN DT JJ NNP NNP NN VBZ RB .	2		20131022205427	545	2		20131023133153	562	2		20131025094104	543	2							
2	AI-XC	20131118131242	1500	1500	H	N	N	F	392554	5	10472407	Y	56196	                                                                                                                     THE  CIRCUS                                                             A circus life                         In Tokyo, Japan It as an ordinary day for Chang Hokamaty. As usual he was sitting at his school desk wishing he could be in a circus just like his best friend Po Sushi. Chang is 14 years old wich is a perfect time to join the circus. But his parents say he should focus less on the circus and more on school.                  'Chang, Chang,' Chang's teacher was calling him as he daydreamed about performing in the circus. Then his teacher took her stick and slamed it on chang's desk. '' WHACK!''  '' Huh, oh sorry mrs. pai pai I didn't know you were speaking. ''Yes yes, thats always your excuse.'' ''what were you daydreaming about this time?'' ''oh nothing really just get back to teaching.'' Mrs. Pai Pai went to the front of  the room and started to speak again. ''In a couple weeks the  CIRQUE DU SOLEIL'S CIRCUS SHOW, QUIDAM, will be visiting Tokyo.'' ''Also, one of our former cassmates will be seen at the circus, Po Sushi!'' 'I will notify your parents and also you need to have good grades in all subjects to go to the circus!'' Bring, Bring the bell rang and that ment school was over.                      After school chag ran home as fast as he could so he could get ready for the field trip to the circus. But, when he got home his parents were standing o the front porch holding a sheet of paper that looked like his REPORT CARD!! Oh no, he probabley had horrible grades! Chang's father Bohoke Hokamaty had his serious face on, which ment chang was introuble.                 ''Chang what is this on your report card!'' Chang looked down at the card and saw a F in geography! '' An F in geography, father please don't punish me, i'll make it up to you!'' 'NO,'' '' thats right chang you can't go on your feild trip unless you have good grades,'' Chang's mother, suru Hokamaty, now spoke. ' I do have goo grades, see in math I got an A+ and in science I got an B+!'' 'In every suject chang,' '' unless you bring up your grads you will not be allowed on the feild trip,'' yes now go get changed into your pj's, dinner is going to be ready soon.''                                                        FOUR WEEKS LATER...                     ''Hay chang, do you want to play tag?' 'sorry can't I have to get ready for the feild trip tomarrow.''   'Hello po, it's chang,' ' chang is that you, it's been so long, how've you been?' 'wonderful, I can't believe i'm going to my first circus! Po what countries have you gone to?' ' There so many I can't name all them, but i've gone to Austrailia, Europe, Africa, and, my favorite one of all the united states!' 'awsome!'                          'WOW!'' 'this place is amazing' 'now class sit down the show is goig to start!' Mrs. Pai Pai shouted over the noise.                     'Welcome everyone, today is where the circus begins.' ' First up we have Snoodles the clown who Owns no boundries!' 'then we have pepi the girl who can ride a horse on te side while holding china glass!' 'After that we have tiggy the mean big bad tiger tamer!' And last we have PO the 14 year old boy who willdo an acrobatics act!' 'let the show begin!' Throughout the whole show all you herd was gasspes, woos, wows and cheering. At the end of the show chang went back stage to talk to his freind po. 'That was amazing!' 'thanks.'' 'someday i'm going to be in the circus.' 'no you don't, you have to work till sun up to sundown and no long breaks.' 'Also, you have to know your talent an the worst of all you never get to see your family and freinds' 'actually this is my last show i'm coming back to Tokyo!' 'SWEET!'                 A week later PO Came back and was welcomed with a party. Everyone was happy!                                     	DT NNP DT NN NN IN NNP , NNP PRP RB DT JJ NN IN NNP NNP NNP JJ PRP VBD VBG IN PRP$ NN NN VBG PRP MD VB IN DT NN RB IN PRP$ JJS NN NNP NNP NNP VBZ CD NNS JJ NN VBZ DT NN NN TO VB DT NNP CC PRP$ NNS VBP PRP MD VB RBR IN DT NN CC JJR IN NNP NNP , NNP , '' NNP POS NN VBD VBG PRP IN PRP VBD IN VBG IN DT NNP NNP PRP$ NN VBD PRP$ NN CC VBD PRP IN NN POS NNP '' NNP . '' '' NNP , NN NN NNP NN NN PRP VBD RB VB PRP VBD NNP NNP VBZ , NNS RB PRP$ NNP '' WDT VBD PRP VBG IN DT NN . '' JJ NN RB RB VB RB TO NNP '' NNP NNP NNP VBD TO DT NN IN DT NN CC VBD TO VB NNP NNP DT NN NNS DT NNP NNP NNP POS NNP NNP , NNP , MD VB VBG NNP '' NNP , CD IN PRP$ JJ NNS MD VB VBN IN DT NN , NNP NNP . '' NNP MD VB PRP$ NNS CC RB PRP VBP TO VB JJ NNS IN DT NNS TO VB TO DT NN . '' NNP , NNP DT NN NN CC IN NN NN VBD NNP NNP NN NN VBD NN IN JJ IN PRP MD RB PRP MD VB JJ IN DT NN NN TO DT NNP CC , WRB PRP VBD NN PRP$ NNS VBD VBG RB DT NN NN VBG DT NN IN NN IN VBN IN PRP$ NNP NNP . . NNP DT , PRP RB VBD JJ NNS . NNP POS NN NNP NNP VBD PRP$ JJ NN IN , WDT NN NN VBD NNP NNP WP VBZ DT IN PRP$ NN NN . '' NNP VBD RP IN DT NN CC VBD DT NN IN NN . '' DT NNP IN NN , NN NN VBP RB VB PRP , PRP MD VB PRP RP TO PRP . '' -NONE- , '' '' NNS RB JJ PRP MD RB VB IN PRP$ NN NN IN PRP VBP JJ NNS , '' NNP POS NN , NN NNP , RB NNP POS PRP VBP VBP RB VBZ , VBP IN NN PRP VBD DT JJ CC IN NN PRP VBD DT JJ . '' NNP DT NN NN , '' '' IN PRP VBG RP PRP$ NNS PRP MD RB VB VBN IN DT NN NN , '' VBZ RB VBP NN VBN IN PRP$ NN POS , NN VBZ VBG TO VB JJ NNP '' NNP NNP NNP : JJ NN , VBP PRP VB TO VB NN . '' JJ NN RB PRP VB TO VB JJ IN DT NN NN NNP '' NNP NN , PRP VBZ JJ , '' '' NN VBZ IN PRP , PRP VBZ VBN RB RB , WRB JJ PRP VBN . '' JJ , PRP MD RB VB PRP VBP VBG TO PRP$ JJ NN . NNP WP NNS VBP PRP VBN TO . '' '' EX RB JJ PRP MD RB VB DT PRP , CC PRP VBP VBN TO NNP , NNP , NNP , CC , PRP$ JJ CD IN DT DT VBN NNS . '' JJ . '' JJ . '' NNP NN VBZ VBG POS JJ NN NN IN DT NN VBZ JJ TO VB . '' NNP NNP NNP VBD RP DT NNP NNP NN , NN VBZ WRB DT NN NNP '' POS NNP IN PRP VBP NNP DT NN WP VBZ DT NNS . '' JJ PRP VBP NN DT NN WP MD VB DT NN IN NN NN IN VBG NN NN . '' JJ IN PRP VBP NN DT JJ JJ JJ NN NN . '' CC JJ PRP VBP NNP DT CD NN JJ NN WP RB DT NNS NN . '' JJ DT NN NN . '' IN DT JJ NN DT PRP VBP VBD NNS , NNS , VBZ CC NNP NNP DT NN IN DT NN NN VBD RB NN TO VB TO PRP$ NN NNP NNP VBD VBG . '' NNP '' NNP PRP VBP VBG TO VB IN DT NNP POS NNP PRP VBP RB , PRP VBP TO VB NN NN IN TO VB CC DT JJ NNP '' RB , PRP VBP TO VB PRP$ NN DT DT JJS IN DT PRP RB VB TO VB PRP$ NN CC NNS POS JJ DT VBZ PRP$ JJ NN PRP VBP VBG RB TO NNP . '' JJ . '' DT NN JJ NNP NNP RB CC VBD VBN IN DT NNP NNP VBD JJ .	1		20131023151146	552	1		20131023162731	562	2		20131025133324	543	1							
3	AI-XC	20131118131242	1500	1500	NR			F	392636	5	10472410	Y	56196	       one day a boy named yellow he wanted to be in the circus he lived in christainburg va .that day came a flyer said the circus crew needs new people in the circus.so yellow went. he did the paper and show  the circus crew.they said they will call if he make it .          weeks past...they got a phone call from the circus and they said he make it.yeloow and his family had a party for him and goodbye party.the next week he went on the air plane.5hour past he was there.he got off and got his bag /suitcase.he saw the circus crew.           he started to all the things that the others did .seven months pasted.so he went home and had the best time when he was home.5 months pasted it was time to go back.he did everything thing again.THE END!                                               	CD NN DT NN VBN JJ PRP VBD TO VB IN DT NN PRP VBD IN NN NN WDT NN VBD DT NN VBD DT NN VBD NNS JJ NNS IN DT NN NN NNP PRP VBD DT NN CC NN DT NN NN VBD PRP MD VB IN PRP VBP PRP . NNS JJ : PRP VBD DT NN NN IN DT NN CC PRP VBD PRP VBP JJ CC PRP$ NN VBD DT NN IN PRP CC VB JJ JJ NN PRP VBD IN DT NN JJ NN PRP VBD JJ NN IN CC VBD PRP$ NN NNP VBD DT NN NNP PRP VBD TO DT DT NNS IN DT NNS VBD JJ NNS -NONE- PRP VBD NN CC VBD DT JJS NN WRB PRP VBD -NONE- NNS VBN PRP VBD NN TO VB JJ NN NN NN NN NN .	0		20131024102315	693	0		20131024113856	545	0											
4	AI-XC	20131118131242	1500	1500	H	N	Y	F	393825	5	10472413	Y	56196	        One boring day,Margaret was on the road again with her family.They were driving to their next show.Margaret was in the trailer eating a bag of Hot Puffs when the trailer hit some kind of object.Her father went to see what had happened.The tire was flat when they hit a rock that had a sharp point.          Their show was in thirty minutes.Luckily,Margaret's dad had an air pump.Her dad spent seven minutes putting air in the tire.But,that didn't work because they still needed tape to stick it on the tire.Her mom found some tape on the side of the driver's seat and gave it to Margaret's dad.          They finished in ten minutes.They were driving again and soon reached their destination.The family quickly put on their circus clothes and gave their best performance ever. 	CD VBG NN , NNP VBD IN DT NN RB IN PRP$ JJ NN VBG TO PRP$ JJ NN VBD IN DT NN VBG DT NN IN NNP NNP WRB DT NN VBD DT NN IN JJ NN NN TO VB WP VBD NNP NN VBD JJ WRB PRP VBP DT NN WDT VBD DT JJ NNP NNP NN VBD IN NN RB , NNP POS NN VBD DT NN NN NN NN CD NNS VBG NN IN DT JJ , IN VBD RB VB IN PRP RB VBD NN TO VB PRP IN DT JJ NN VBD DT NN IN DT NN IN DT NN POS NN CC VBD PRP TO NNP POS NNP NNP VBD IN NN NN VBD VBG RB CC RB VBD PRP$ JJ NN RB VBD IN PRP$ NN NNS CC VBD PRP$ JJS NN RB .	2		20131024113840	690	2		20131024135138	562	2		20131025160546	543	2							
5	AI-XC	20131118131242	1500	1500	W			F	394011	5	10472415	Y	56196	 the clown scares me 	DT NN NNS PRP	0		20131022161326	556	0		20131022202314	545	0											
6	AI-XC	20131118131242	1500	1500	A	N	Y	F	394240	5	10472418	Y	56196	                              Day At The Circus                                 By: Katelyn Duong Tran       There once was this lady named Mrs. Dunmore. She had two kids of her own. All her life, Mrs. Dunmore    wanted to be a circus performer. She had many talents but she had one that she was perfectly good at. She was good at being an acrobat. One day when she was driving to work, she passed the circus that had a sign that said,' NOW HIRIRING' in bold letters. She was thinking about applying for the job.               Mrs. Dunmore worked until 8:00 pm so when she came home, it was already nightime. Her kids were getting ready for bed. Mrs Dunmore ate dinner and after that, she took a shower. Once she was done, she had to talk to Mr. Dunmore about something. She told Mr. Dunmore about how she just quit her job today and how she was going to apply for the job. Mr. Dunmore was mad. When he saw Mrs. Dunmore's big, happy smile, he was happy.                    Today was the day Mrs. Dunmore was going to apply for the job at the circus. She walked in and to her suprise, there were eight poeple in line. She had to wait for almost half an hour until in was her turn. The boss of the circus asked her many questions. After the interveiw, she went home. She was very worried about the letter they are going to send to let you know if you got the job or not. Mrs. Dunmore was tired so she went to her bedroom and took a long nap.                      Once Mrs. Dunmore finished her nap, it was time to pick the kids up fom school. She got in her car and drove over to thier school. When Mrs. Dunmore got to thier house, she got a snack for her kids. She helped them with thier homework if they neded help. Then Mr. Dunmore came home. The family ate dinner and got ready for bed. Mrs. Dunmore got on the bed and fell asleep.                        The next day, the mailman came. Mrs. Dunmore took the letter from the mailbox. It was the letter from the circus. She went back inside to the house. When she read it, she was suprised. She couldn't believe it. She got the job. She had to start tommorow. From that day on, she was a circus performer. Her and her whole entrire family was happy. They were proud of her too. 	NNP IN DT NNP NNP : NNP NNP NNP NNP RB VBD DT NN VBD NNP NNP NNP VBD CD NNS IN PRP$ NNP NNP PRP$ NN , NNP NNP VBD TO VB DT NN NNP NNP VBD JJ NNS CC PRP VBD CD WDT PRP VBD RB JJ NNP NNP VBD JJ IN VBG DT NNP CD NN WRB PRP VBD VBG TO VB , PRP VBD DT NN IN VBD DT NN IN VBD , '' NNP NNP POS IN NN NNP NNP VBD VBG IN VBG IN DT NNP NNP NNP VBD IN CD NN IN WRB PRP VBD NN , PRP VBD RB NNP NNP NNS VBD VBG JJ IN NNP NNP NNP NN NN CC IN DT , PRP VBD DT NNP NNP PRP VBD VBN , PRP VBD TO VB TO NNP NNP IN NNP NNP VBD NNP NNP IN WRB PRP RB NN PRP$ NN NN CC WRB PRP VBD VBG TO VB IN DT NNP NNP NNP VBD NNP NNP PRP VBD NNP NNP POS JJ , JJ NN , PRP VBD NNP NNP VBD DT NN NNP NNP VBD VBG TO VB IN DT NN IN DT NNP NNP VBD IN CC TO PRP$ NN , EX VBD CD NNS IN NNP NNP VBD TO VB IN RB DT DT NN IN IN VBD PRP$ NNP NNP NN IN DT NN VBD PRP JJ NNP NNP DT NN , PRP VBD NNP NNP VBD RB VBN IN DT NN PRP VBP VBG TO VB TO VB PRP VB IN PRP VBD DT NN CC NNP NNP NNP VBD VBN RB PRP VBD TO PRP$ NN CC VBD DT JJ NNP NNP NNP NNP VBD PRP VB , PRP VBD NN TO VB DT NNS IN NN NNP NNP VBD IN PRP$ NN CC VBD RP TO JJR NNP NNP NNP NNP VBD TO JJR NN , PRP VBD DT NN IN PRP$ NNP NNP VBD PRP IN JJR NN IN PRP VBD NNP NNP NNP NNP VBD NNP NNP NN NN NN CC VBD JJ IN NNP NNP NNP VBD IN DT VBN CC VBD NNP NNP JJ NN , DT NN NNP NNP NNP VBD DT NN IN DT NNP NNP VBD DT NN IN DT NNP NNP VBD RB JJ TO DT NNP NNP PRP VBD PRP , PRP VBD NNP NNP MD RB VB NNP NNP VBD DT NNP NNP VBD TO VB NNP NNP IN NN IN , PRP VBD DT NN NNP NNP CC PRP$ NN NN NN VBD NNP NNP VBD VBN IN PRP$ NN .	2		20131023152506	539	2		20131023220047	537	2											
7	AI-XC	20131118131242	1500	1500	W	N	N	F	394348	5	10472421	Y	56196	                                              The Amazing Alexis                Alexis is an eleven year old girl, she lives in O'Fallon, Missouri. She goes to school at Forest Park Elementary. She lives with her uncle Bozo, his real name isn't Bozo everybody calls him that because that's his clown name. He has a partner named Marty and he's a monkey! Alexis had always dreamed of being in the circus. Everybody said that she wasn't old enough yet. You have to be twelve. She told them well my birthday is coming up soon maybe she could start practicing. Her uncle told her that they would star practicing next week           It has almost been a week since Alexis's uncle said that they could start practicing. She couldn't stop thinking about it. She was so excited that she was going to practice with her uncle tomorrow that she was bouncing off the walls. It was the next day and she woke up very early. When she woke up she ran to her uncles room and shook him until he woke up. He asked her why she was up so early. She said 'we start practicing today.' Oh  I didn't even remember. Alexis said ' I couldn't forget.' He said that they would go down stairs to eat breakfast first. they had pancakes, eggs, and bacon.         After breakfast they went out side the first thing that they did out side was stretch. Alexis's uncle said that it is very important to stretch before doing anything in the circus. Then they practiced on their juggling but Alexis didn't know how to juggle. Her uncle had to teacher. After about thirty minutes she finally got it. Then they worked on the balance beam, it turns out that Alexis was pretty good with the balance beam. She had very good balance. Then they had to work on the trapeze but Alexis couldn't do it. She kept trying and trying but she couldn't do it. Since it was getting dark they went in side.          She didn't relize that being in the circus was so hard. Her uncle told her that it is very hard work. He said that since we just started practicing you won't be able to be in the circus even if you are twelve. Alexis said that she didn't want to be in the circus anymore she thought it was to hard. Her uncle wouldn't let her quite he said that he had to do the same thing and now he's in the circus so she can do it to.          It has been three years since Alexis started training and now she's in the circus to. She does so many things inthe circus she's a clown, she's a trapieze artist like she always wanted to be, she a;so works with the elephants and tigers and she couldn't be any happier. If she didn't listen to her uncle she would have never made it to the circus. 	DT NNP NNP NNP VBZ DT JJ NN JJ NN , PRP VBZ IN NNP , NNP NNP VBZ TO NN IN NNP NNP NNP NNP VBZ IN PRP$ NN NNP , PRP$ JJ NN VBZ RB NNP NN VBZ PRP IN IN DT VBZ PRP$ NN NNP NNP VBZ DT NN VBN NNP CC PRP VBZ DT JJ . NNP VBD RB VBN IN VBG IN DT NNP NNP VBD IN PRP VBD RB JJ RB NNP NNP VBP TO VB NNP NNP VBD PRP RB PRP$ NN VBZ VBG RP RB RB PRP MD VB NNP NNP NN VBD PRP IN PRP MD VB VBG JJ NN PRP VBZ RB VBN DT NN IN NNP POS NN VBD IN PRP MD VB NNP NNP MD RB VB VBG IN NNP NNP VBD RB VBN IN PRP VBD VBG TO NN IN PRP$ NN NN WDT PRP VBD VBG RP DT NNP NNP VBD DT JJ NN CC PRP VBD RP RB NNP NNP PRP VBD RP PRP VBD TO PRP$ NNS VBP CC NN PRP IN PRP VBD NNP NNP VBD PRP WRB PRP VBD RP RB NNP NNP VBD JJ NN VBG NNP POS NNP NNP VBD RB RB NNP NNP VBD POS PRP MD RB NNP POS PRP VBD IN PRP MD VB RB NNS TO VB JJ NNP PRP VBD NNS , NNS , CC NNP NNP NN PRP VBD IN NN DT JJ NN WDT PRP VBD RP NN VBD NNP NNP POS NN VBD IN PRP VBZ RB JJ TO VB IN VBG NN IN DT NNP NNP PRP VBD IN PRP$ NN CC NNP VBD RB VB WRB TO NNP NNP NN VBD TO NNP NNP IN NN NNS PRP RB VBD NNP NNP PRP VBD IN DT NN NN , PRP VBZ RP IN NNP VBD RB JJ IN DT NN NNP NNP VBD RB JJ NNP NNP PRP VBD TO VB IN DT NN CC NNP MD RB VB NNP NNP VBD VBG CC VBG CC PRP MD RB VB NNP NNP PRP VBD VBG NN PRP VBD IN NNP NNP VBD RB VB IN VBG IN DT NN VBD RB NNP NNP NN VBD PRP IN PRP VBZ RB RB NNP NNP VBD IN IN PRP RB VBD VBG PRP MD RB VB JJ TO VB IN DT NN RB IN PRP VBP NNP NNP VBD IN PRP VBD RB VB TO VB IN DT NN NN PRP VBD PRP VBD TO NNP NNP NN MD RB VB PRP$ JJ PRP VBD IN PRP VBD TO VB DT JJ NN CC RB PRP VBZ IN DT NN RB PRP MD VB PRP NNP PRP VBZ VBN CD NNS IN NNP VBD NN CC RB PRP VBZ IN DT NN NNP NNP VBZ RB JJ NNS DT NN PRP VBZ DT JJ , PRP VBZ DT NN NN IN PRP RB VBD TO VB , PRP DT : RB VBZ IN DT NNS CC NNS CC PRP MD RB VB DT NNP NNP PRP VBD RB VBN TO PRP$ NN PRP MD VB RB VBN PRP TO DT NN .	2		20131023154803	935	2		20131024085427	562	2		20131025140712	539	2							
8	AI-XC	20131118131242	1500	1500	I	N	N	M	394358	5	10472424	Y	56196	 O my gosh im late for school im sorry dad i didnt her my alarm its ok Eddie just get up and get dressed for school herwhere up and come home right after school and get reddy for the circess rember to practice  when you get home ok Eddie yes dad bye now see you at the show ok                Ok im reddy for the show                                                      	NNP PRP$ NN NN RB IN NN NN NN NN PRP VBP PRP PRP$ NN PRP$ NN NNP RB VB RP CC VB VBN IN NN RB IN CC VB NN RB IN NN CC VB JJ IN DT NN NN TO NN WRB PRP VBP NN NN NNP VBZ JJ NN RB VB PRP IN DT NN NN NNP NN NN IN DT NN	0		20131022092732	935	0		20131022120057	537	0											
9	AI-XC	20131118131242	1500	1500	W	N	N	M	394416	5	10472427	Y	56196	                                                   Circus                        By Michael smith          I want to go to the circus because it would be cool to see all the things they do.They also don't get a place to call home because the circus is constantly moving. It would be fun to see the gymnast doing the tightrope or the swing thing. One thing I'd like to see is the lion taming.           in this paragraph I will tell more about there life like when they get up when they go to sleep. Okay so when they wake up it is 7:00 AM at that time they also go to the pie cart where they eat. 9:00 AM they go to school and since the circus travels around the world you often go to school with people who speak a different language. 3:00 PM school is over when it is over the kids play on the unicycles, tightrope, and juggling. 3:30 is when they practice and do there chores which is usually feed and give new water to the horses.         I will continue what I saying 6:30 it is time for dinner they go back to the pie cart but they don't usually eat because it is almost time for the show. It is 10:30 the is over and they go back to there sleeping area. Now I will tell you about how bad it is at the circus everybody thinks the circus is great but it is not most people of going back home because on tour they don't get to call a place home. Most people in the circus ran away from home so they could do what they wanted.       Now I will tell you about the good things on of the circus the good things are you get to travel the world  and you get a thrill from doing stunts. You also get to have a family of 100 people because they all act like a family. Most people have to join when your young because you can develop your skills young rather than later. It also gives you more experience from the circus. Now you know about the circus so have fun. 	NNP NNP NNP IN PRP VBP TO VB TO DT NN IN PRP MD VB JJ TO VB PDT DT NNS PRP VBP RB VBP RB VB DT NN TO VB NN IN DT NN VBZ RB NNP PRP MD VB VBN TO VB DT NN VBG DT NN CC DT NN NNP CD NN PRP MD VB TO VB VBZ DT NN NNP IN DT NN PRP MD VB RBR IN EX NN IN WRB PRP VBP RP WRB PRP VBP TO NNP NNP RB WRB PRP VBP RP PRP VBZ CD NNP IN DT NN PRP RB VBP TO DT NN NN WRB PRP NNP CD NNP PRP VBP TO NN CC IN DT NN NNS IN DT NN PRP RB VBP TO NN IN NNS WP NN DT JJ NNP CD NNP NN VBZ IN WRB PRP VBZ IN DT NNS VBP IN DT NNS , NN , CC NNP CD VBZ WRB PRP VBP CC VB RB VBZ WDT VBZ RB VBN CC JJ JJ NN TO DT NNP NNP MD VB WP PRP VBG CD PRP VBZ NN IN NN PRP VBP RB TO DT NN NN CC PRP VBP RB RB VB IN PRP VBZ RB NN IN DT NNP NNP VBZ CD DT VBZ IN CC PRP VBP RB TO EX VBG NNP NNP NNP MD VB PRP IN WRB JJ PRP VBZ IN DT NN NN VBZ DT NN VBZ JJ CC PRP VBZ RB RBS NNS IN VBG RB NN IN IN PRP$ PRP VBP RB VB TO VB DT NN NNP NNP NNS IN DT NN VBD RB IN NN IN PRP MD VB WP PRP NNP NNP NNP MD VB PRP IN DT NN NNS IN IN DT NN DT JJ NNS VBP PRP VBP TO NN DT NN CC PRP VBP DT NN IN VBG NNP NNP RB VB TO VB DT NN IN CD NNS IN PRP VBP NN IN DT NNP NNP NNS VBP TO VB WRB PRP$ JJ IN PRP MD VB PRP$ NNS JJ RB IN NNP NNP RB VBZ PRP JJR NN IN DT NNP NNP PRP VBP IN DT NN RB VBP VBN .	1		20131024112649	693	1		20131024125429	556	2		20131025153642	543	1							
