	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Item_Response_Tag	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131118131242	1500	1500	B	N	N	F	392026	5	10465667	Y	56274	                                                 Archeologists...........       Archeologists have many tools like the pick and shovel most digs start with these two tools.used to dig into the Earth,close to the artifacts.Archeologists have put many artifacts into the musseum.Archeologists have found many famous artifacts such as King Tut and dinosaur bones like the T-rex.Archeologist use the knife carefully to dig and to scrape dirt from around the artifacts.                                                                                                   Tools    archeologists have many different tools like the skim shovel.A shovel with a flat edge used to carefully remove a thin layer of soil with each scoop.The trowel probably the most common tool in the archeology. used to scrape and cut to veiw the different layers of soil.Finnally the wheelbarrow used to move items from one place to another.                                                                  Facts               People may not know that archeologists have a very important part because the found King Tut,dinosaur bones and many more.Archeologists used many maps to know where they are heading/going.That is why I want to be a acheologist.                                                                                                                               	NNS : : : : NNS VBP JJ NNS IN DT NN CC NN RBS NNS VB IN DT CD JJ TO VB IN DT NNP , JJ TO DT NNS VBP VBN JJ NNS IN DT NNS VBP VBN JJ JJ NNS JJ IN NNP NNP CC PRP$ NNS IN DT JJ NN DT NN RB TO VB CC TO VB NN IN IN DT NNP NNP VBZ VBP JJ JJ NNS IN DT NN NNP NN IN DT JJ NN VBN TO RB VB DT JJ NN IN NN IN DT NNP NN RB DT RBS JJ NN IN DT NNP VBD TO NN CC VBD TO VB DT JJ NNS IN JJ DT NN VBD TO VB NNS IN CD NN TO NNP NNPS NNP MD RB VB IN NNS VBP DT RB JJ NN IN DT NN NNP NNP , PRP$ NNS CC JJ NNS VBN JJ NNS TO VB WRB PRP VBP JJ VBZ WRB PRP VBP TO VB DT NN .	1		20131022105437	535	1		20131022134222	695	1											
1	AI-XC	20131118131242	1500	1500	B	N	N	M	392076	5	10465668	Y	56274	 When they were looking for the fort in Fort James and where the fort was exactly built.Instead they found armor,weapons,their trash and how they lived.They also found out how the Powhatan attacked them and how they fought and survived.When they found their food they learned how they survived during the winter when their was scarce food.Then they started finding parts of the fort but then they found where the fort was actually built.Every year they find millions of artifacts there.So when they found where originally built they kept on searching for more artifacts They found some walls either for protection or for docking their supplies.they had many forts as houses.They had to survive on very little food in the winter.Most of them died from disease or being murdered native American's.They had to survive in very rough conditions.                       they looked for George Washington house but there were other houses to.They had to dig to find any of the houses since they were long gone they found many houses but none were George's they know that his house was set on fire and he smoked clay pipes.they found a house with burnt pottery they took the pottery they found broken clay pipes they know this was his house. they went and used the wheelbarrow to carry artifacts back.they find over millions of artifacts a year.books and reasearch only teach you about him after he got famous instead of his childhood or before he got famous.                   	WRB PRP VBD VBG IN DT NN IN NNP NNP CC WRB DT NN VBD RB JJ PRP VBD NN , NNS , PRP$ NN CC WRB PRP VBP RB VBN RP WRB DT NNP VBD PRP CC WRB PRP VBP CC JJ PRP VBD PRP$ NN PRP VBD WRB PRP VBD IN DT NN WRB PRP$ VBD NN -NONE- PRP VBD VBG NNS IN DT NN CC RB PRP VBD WRB DT NN VBD RB JJ NN PRP VBP NNS IN NNS -NONE- WRB PRP VBP WRB RB VBN PRP VBD IN VBG IN JJR NNS PRP VBD DT NNS CC IN NN CC IN NN PRP$ JJ NN JJ NNS IN JJ VBD TO VB IN RB JJ NN IN DT JJ IN PRP VBD IN NN CC VBG VBN JJ JJ NN TO VB IN RB JJ NNP PRP VBD IN NNP NNP NN CC EX VBD JJ NNS JJ VBD TO VB TO VB DT IN DT NNS IN PRP VBD RB VBN PRP VBD JJ NNS CC NN VBD NNP POS PRP VBP IN PRP$ NN VBD VBN IN NN CC PRP VBD NN NN VBD DT NN IN NN NN PRP VBD DT NN PRP VBD VBN NN NNS PRP VBP DT VBD PRP$ NNP PRP VBD CC VBN DT NN TO VB NNS PRP VBP IN NNS IN NNS DT JJ CC NN RB VBP PRP IN PRP IN PRP VBD JJ NN IN PRP$ NN CC IN PRP VBD JJ .	1		20131018142903	533	1		20131021084130	550	2		20131021160557	560	1							
2	AI-XC	20131118131242	1500	1500	NR			M	392125	5	10465669	Y	56274	 In  1994 a group of people started the civil war in 1861 beteen the union and the south.goodness that is 200 yours ago.the civil war lasted 5 years long. 	IN CD DT NN IN NNS VBN DT NN NN IN CD CD DT NN CC DT JJ IN VBZ CD NNS JJ NN NN VBD CD NNS RB .	T		20131018143425	533		T	20131021080850	554		T										
3	AI-XC	20131118131242	1500	1500	NR			M	392591	5	10465670	Y	56274	 The Life of an Archeologist        By: Jacobi Williams             This is a story of an archeologist. An archeologist is a scientist who studies items from the past. Being an archeologist takes hardwork. For example:   Did you know when archeologist dug for George Washington's past, it took 2 weeks to dig a 25 square-foot section!!!(Look back in Source #2).   Archeologists are usually strong and smart. If you become an archeologist, you will find cool things.     Archeologists also use tools. Some tools archeologists use are a trowel, a shovel, a whisk, a wheelbarrow, and a knife. The most common tool an archeologist will use is a trowel. This tool cuts to see diffrent layers of soil. If you plan on using tools, BE CAREFUL!!!     An archeologist doesn't only deal with the history of people but, you could also find LOST TREASURE!!! Being an archeologist will get tiring but eventually it will pay off. Artifacts could be founded anywhere. For example:   The archeologists who studied Fort James founded uncovered armor and weapons.(Look in Source #1). That is some information you need to know on an archeologist.     	DT NNP IN DT NNP NNP : NNP NNP NNP VBZ DT NN IN DT NNP NNP NN VBZ DT NN WP NNS VBZ IN DT NNP NNP DT NN VBZ NNP NNP NN : NNP PRP VB WRB NN NN IN NNP NNP POS JJ , PRP VBD CD NNS TO VB DT CD JJ NN . . . : NNP RB IN NNP # CD CD . NNS VBP RB JJ CC NNP NNP PRP VBP DT NN , PRP MD VB NN NNP NNP RB VBP NNP NNP NNS NNS VBP VBP DT NN , DT NN , DT NN , DT NN , CC DT NNP NNP RBS JJ NN DT NN MD VB VBZ DT NNP NNP NN NNS TO VB NN NNS IN NNP NNP PRP VBP IN VBG NNS , NNP NNP . . . DT NN VBZ RB RB VBP IN DT NN IN NNS CC , PRP MD RB VB NNP NNP . . . NNP DT NN MD VB VBG CC RB PRP MD VB NNP NNP MD VB VBN -NONE- IN NN : DT NNS WP VBN NNP NNP VBD VBN NN CC NNP NNP NNP IN NNP # CD CD . DT VBZ DT NN PRP VBP TO VB IN DT NN .	2		20131021154619	223	2		20131022095625	926	2		20131023080107	509	2							
4	AI-XC	20131118131242	1500	1500	H			M	393641	5	10465671	Y	56274	 t. 	NN .	U		20131021130416	223		U	20131021193135	554		B	20131023203212	509		U						
5	AI-XC	20131118131242	1500	1500	H	N	N	F	393728	5	10465672	Y	56274	   Do you know what an archeologist is, I do. Archeologist are scientist who study objects from the past.The uncovered armor and weapons.They discovered the floors of buildings.     Tools Archeologist Use   Archeologist use a pick and shovel to dig into the close to the artifacts.They use the whisk and dustpan to clear of dirt from the excavation site.They use the knife to scrape from around the artifacts.They use the wheelbarrow to move carry items away from the excavation site.They use the skim shovel to remove a thin layer of soil with each scoop.They use the trowel   to scrape and cut to view the different layers of soil.I hope that when you grow up you want to be an archeologist.     	NNP PRP VB WP DT NN VBZ , PRP NNP NNP VBP JJ WP NN VBZ IN DT JJ VBN NN CC JJ VBN DT NNS IN NNP NNP NNP NNP NNP NN DT NN CC NN TO VB IN DT JJ TO DT JJ NN DT NN CC NN TO VB IN NN IN DT NN NN NN DT NN TO NN IN IN DT JJ NN DT NN TO VB NN NNS RB IN DT NN NN NN DT NN NN TO VB DT JJ NN IN NN IN DT JJ NN DT NN TO NN CC VBD TO VB DT JJ NNS IN NNP NN IN WRB PRP VBP RP PRP VBP TO VB DT NN .	2		20131021144822	223	1		20131021160002	927	1		20131022163015	533	2							
6	AI-XC	20131118131242	1500	1500	NR			M	393819	5	10465673	Y	56274	 Over 100 year ago that people had found the floor from the year of 1861 .   The national part service led a five - year study of thew area to figure out how the land was use.That when they finally found james fort.Today the group find nearrly 1 milloion object each year.It is exciting to discover object that was regularly.     	IN CD NN RB IN NNS VBD VBN DT NN IN DT NN IN CD . DT JJ NN NN VBD DT CD : NN NN IN NN NN TO VB RP WRB DT NN VBD JJ WRB PRP RB VBD NNS JJ DT NN NN RB CD NN NN DT NN VBZ VBG TO VB JJ IN VBD RB .	T		20131021132849	560		T	20131021200551	554		T										
7	AI-XC	20131118131242	1500	1500	H			F	393880	5	10465674	Y	56274	                                                        '' History  Day ''                                          The job of  archeogists there job is to study objects from the past . They would also learn about the kinds of things they do.Something else they do it would be that the fisrt objects were found in 1861 Archeologists , the name for scientists who study objects from the past , uncovered armor and weapons . They also discovered the floors of  buidings. Over 100 years later, a group effort to find the exact spot where the fort was build began.                                                      After, thats when they finally found james Fort ! The first thing they found was a set of marks on the ground. The marks showed where the forts walls used to be. Between all the stories they heard and read , and drawings they mada, the archeogists knew that the fort would be shaped like a triangle. Then they made maps and found out that the fort streached all the way to the river .                                                                                                             Then, they realized there were stone ledges built over the river . The ledges were disigned to hold canons. The archeologists also found eleven cellars , dozens of burial sites , and ten buildings all within the border of the fort . Today , the group finds nearly 1 million objects each year . The objects include pottery, tools, coins,and even metal toys for children .                                                      So , this is how i made my story about it about what he learned about everything they did in the past few years this information could help other too .                                                                               ~ THE END ;}                                                    	'' NNP NNP '' NNP NN IN NNS EX NN VBZ TO NN NNS IN DT JJ . PRP MD RB VB IN DT NNS IN NNS PRP JJ NN PRP VBP PRP MD VB IN DT NN VBZ VBD VBN IN CD NNS , DT NN IN NNS WP NN VBZ IN DT JJ , VBN NN CC NNS . PRP RB VBD DT NNS IN NNP NNP CD NNS RBR , DT NN NN TO VB DT JJ NN WRB DT NN VBD VBN NNP NNP , VBZ WRB PRP RB VBD NNS NNP . DT JJ NN PRP VBD VBD DT NN IN NNS IN DT NNP NNP NNS VBD WRB DT NNS VBZ VBN TO NNP NNP DT DT NNS PRP VBP CC VB , CC NNS PRP VBP , DT NNS VBD IN DT NN MD VB VBN IN DT NNP NNP PRP VBD RB CC VBN RP IN DT NN VBD DT DT NN TO DT NN . RB , PRP VBD RB VBD NN NNS VBN IN DT NN . DT NNS VBD VBN TO VB NNP NNP NNS RB VBD VBN NNS , NNS IN JJ NNS , CC RB NNS DT IN DT NN IN DT NN . NN , DT NN NNS RB CD CD NNS DT NN . DT NNS VBP NN , NNS , NNS , CC RB JJ NNS IN NNS . RB , DT VBZ WRB PRP VBD PRP$ NN IN PRP IN WP PRP VBD IN NN PRP VBD IN DT JJ JJ NNS DT NN MD VB JJ RB . : DT NN : NNP	N		20131018140249	516		N	20131018190523	542		N										
8	AI-XC	20131118131242	1500	1500	NR			M	394009	5	10465675	Y	56274	 when i was a boy i whated to lean more about george wasington so i desided to become an archaeologest so i could discover more secrets about George Wasington.So I went to Ferry Farm were washington lived and it was a little hard because there was a lot of houses on the land but i finally found out witch one was his.His house had a fire inside and i found a burned pies of pottery and i also found a clay pipe that he smoked. 	WRB PRP VBD DT NN PRP VBD TO VB JJR IN JJ NN IN PRP VBD TO VB DT JJS RB PRP MD VB RBR NNS IN NNP NNP NNP VBD TO NNP NNP VBD VBN VBN CC PRP VBD DT RB JJ IN EX VBD DT NN IN NNS IN DT NN CC PRP RB VBD IN NN CD VBD JJ NN VBD DT NN NN CC PRP VBD DT VBN NNS IN NN CC PRP RB VBD DT NN NN WDT PRP VBD .	0		20131021093642	563	0		20131021105557	555	0											
9	AI-XC	20131118131242	1500	1500	H	N	N	M	394033	5	10465676	Y	56274	 The  fort  was built in 1607 when settlerrs came from englad to start a knew life.Then they found marks where the fort used to be it shaped as triangle.         They made a map and found out that the fort stretched all they way to the river.          Today the group finds nearly a million object each year.The objects include pottery,tools,coins, and even metal toys for children.          Most of what we know about George Washigton comes from his big time as a soldier and presedent.Biographs dont have very much information about his childhood.Recent discoveries at Washingtons chillhood home have helped historians know more about Washington as a boy.                These are the things that a Argeolishist i personaly think it is a intersting job.I would like to be a  Argeolishist 	DT NN VBD VBN IN CD WRB NNS VBD IN JJ TO VB DT JJ JJ PRP VBD NNS WRB DT NN VBD TO VB PRP VBD IN NNP NNP VBD DT NN CC VBD RP IN DT NN VBD DT PRP VBP TO DT NNP NNP DT NN NNS RB DT NN NN DT NNP VBZ NN NN , NNS , NNS , CC RB JJ NNS IN NNP NNP IN WP PRP VBP IN NNP NNP VBZ IN PRP$ JJ NN IN DT NN CC NNS VBP VBP RB RB NN IN PRP$ JJ NNS IN NNS VBD NN VBP VBN NNS VB RBR IN NNP IN DT NNP NNP VBP DT NNS IN DT NNP PRP RB VBP PRP VBZ DT NN NN MD VB TO VB DT NNP	0		20131021083419	925		N	20131021091712	535	1		20131025085143	509	0							
