	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Item_Response_Tag	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131218113506	1000	1000	NR			M	392072	5	11073856	Y	56196	 The circus people work on training hard all the time they teach animales learn acrobatics have to be strong some people want to think about running away from home to go watch the cicurs people do their act.Anyways it cant be just normale people to work at a circus you hqave to be talented, brave, strong and hard working. the circus plays music on big sspeakers there are talent shows balleta dancers also trained in rhythmic. 	DT NN NNS VB IN NN NN DT DT NN PRP VBP NNS VBP NNS VBP TO VB JJ DT NNS VBP TO VB IN VBG RB IN NN TO VB NN DT NNS NNS VBP PRP$ NNS PRP VBP VB RB JJ NNS TO VB IN DT NN PRP VBP TO VB VBN , VBP , JJ CC JJ NNP DT NN VBZ JJ IN JJ NNS EX VBP NN NNS VBP NNS RB VBD IN JJ .																				
1	AI-XC	20131218113506	1000	1000	NR			F	392188	5	11073859	Y	56196	                                                                              my story of the circus life                    THE DOWNSIDE OF IT                                                     It is hard in the circus and not every one  can do it. there are a lot of fun things to do in the circus. I like going and watching but wen u are in it that is wen it gets hared.Like u have to work long hoers and it is not all fun and games u have to work hared and u have to go to school to learn how to do it and u cant rely set down and have a lot of family dinners                 THE UPSIDE OF IT                   U get to see the world like u can preform at japan Australia north America.U get to see all the different cine of people. U see all of them kids and moms and dads out there having fun  but it tacks a lot to do that .Wen u learn how is will be fun. Then u got chores to do like feed the and groom the horses and stuff like that o and water . but u get to have a lot of fun while u do it to                        THE END OF THE DAY                      For a kid in the circus it mite be like this .7:00 A.M time to get up around 9:30 A.M time to go to school. 3:00 P.M school is over 4:00 the worst part chores. 6:30 dinnertime 10:30 show over .12:00 u mite want  to be in bed .That what a day as a circus kid is like most lee and wen i sad dinner.I  meant u do not eat much you will be perform u do 10 a week almost    u get 30 mitten to it if u lucky.                                GETTING STARTED              U gust cant join the circus and do it .U need to have a specific talent .U need to have the rite body to and be very determined .U have to put your hart in to it and do it. Thar are a lot of people how want to do this. This is what u got to do u have to learn                      	PRP$ NN IN DT NN NN NNP NNP NNP NNP NNP VBZ JJ IN DT NN CC RB DT CD MD VB NNP RB VBP DT NN IN NN NNS TO VB IN DT NNP NNP IN VBG CC VBG CC RB VBP VBP IN PRP IN VBZ VBN PRP VBZ JJ NN VBP TO VB JJ NNS CC PRP VBZ RB DT NN CC NNS VBP VBP TO VB VBN CC NN VBP TO VB TO NN TO VB WRB TO VB PRP CC VB JJ RB VBN RP CC VBP DT NN IN NN NNS NNP NNP NNP NNP NNP NN TO VB DT NN IN NN MD VB IN NN NNP NN -NONE- VB TO VB PDT DT JJ NN IN NNP NNP VB DT IN PRP VBZ CC NNS CC NNS IN RB VBG NN CC PRP VBZ DT NN TO VB DT JJ NN NN WRB VBZ MD VB NNP NNP NN VBD NNS TO VB IN NN DT CC NN DT NNS CC NN IN DT NN CC NN . CC VB NN TO VB DT NN IN NN IN NN VBP PRP TO DT NN IN NNP NNP NNP DT JJ IN DT NN PRP RB VB IN DT NN NN NN TO VB IN IN CD NN NN TO VB TO NNP CD NN NN VBZ IN CD DT JJS NN NNP CD NN CD NN IN -NONE- NN NN NN TO VB IN VBN JJ WP DT NN IN DT NN NN VBZ IN JJS JJ CC NN PRP VBP JJ NN NN VBP RB VB JJ PRP MD VB NN NN VBP CD DT NN RB VBP NN CD CD TO PRP IN PRP NNP NNP NNP NNP MD VB NN DT NN CC VBP PRP -NONE- VBP TO VB DT JJ NN -NONE- VBP TO VB DT JJ NN TO CC VB RB VBN -NONE- VBP TO VB PRP$ NN IN TO PRP CC VBP NNP NNP VBP DT NN IN NNS WRB JJ TO VB NNP NNP VBZ WP RB VBD TO VB PRP VB TO VB																				
2	AI-XC	20131218113506	1000	1000	W			M	393965	5	11073861	Y	56196	 once apon a time at the circus a guy farted 	RB VBD DT NN IN DT NN DT NN VBN																				
3	AI-XC	20131218113506	1000	1000	W	N	N	F	394104	5	11073864	Y	56196	 New learner Circus Clowns        Once Upon A Circus, there was a clown. His name was Freddy. He needed to hire somebody cause his boss said that he needed another clown to intertain the kids on Saturday for the big Circus play. If he did hire somebody, all of the other clowns would have to teach the clown to do tricks and everything. That might take a while, so Freddy thought he needed to hire one almost right away.            So, Freddy took a walk down to the park. He took a glance at the park from around the corner. He didn't see anybody from around the corner, but he needed glasses because he had bad eyesight. So he walked farther, until he finally got there. Freddy saw two 2 year-olds, two 5 year-olds, three 13 year-olds, and 1, just one, 18 year-old. The perfect age to become a circus clown. Freddy thought. Even more perfect that there's only one. Fred let out some humour. (if you couldn't notice, sometimes Fred had a bad sense of humour. Fred is short for Freddy so you don't have to say FREDDY. As the other circus clowns said.)   'Hi, what's your name?' Fred went up to the girl that was 18.   'Hi, my name is Meg, do I know you?' The girl replied.   'No, I don't think so, but I was going to ask you something.'   'What was that sir?' Meg said.   'I was wondering if you would like to come work for me at the circus?'   'I would have to know what time and what days it would be on.'   'It would be the whole week. Some days you would be working for long hours but other days short hours.' Fred inquired.   'Yeah, I would be okay with that,' Meg said happily.   'Awesome! The one thing I would have to know from you is what your talent is, if that's okay with you.' Fred announced.   ' Oh, sure. My talent is that I LOVE gymnastics, and I go to practice in Iowa Falls. Crowds of people come to watch me do my fancy trick called THE SPIN. One time Taylor Swift came and watched me. It was the best day of my life!' Meg was excited talking about that.   'Sounds fun, do you want to go home and talk to your parents about it real fast?' Fred said.   'Yeah, be right back.' Meg replied.   'Okay,' Fred responded.            As soon as she got back, she said her parents said yes. Freddy was happy. Then they got to right back to the circus and practice.            Meg was so good at gymnastics that she mastered the new moves she had to learn in no time. Circus clowns were so proud of her and she did great at the big play!                 And all of the circus clowns lived happily ever after!!!!!                                   	NNP NN NNP NNP NNP NNP NNP NNP , EX VBD DT NNP NNP NN VBD NNP NNP VBD TO VB NN NN PRP$ NN VBD IN PRP VBD DT NN TO VB DT NNS IN NNP IN DT JJ NNP NNP NNP PRP VBD VB NN , DT IN DT JJ NNS MD VB TO VB DT NN TO VB NNS CC NNP NNP MD VB DT NN , RB NNP VBD PRP VBD TO VB CD RB RB NNP NNP , NNP VBD DT NN RP TO DT NNP NNP VBD DT NN IN DT NN IN IN DT NNP NNP VBD RB VB NN IN IN DT NN , CC PRP VBD NNS IN PRP VBD JJ NNP NNP PRP VBD RB , IN PRP RB VBD NNP NNP VBD CD CD NNS , CD CD NNS , CD CD NNS , CC CD , RB CD , CD NNP NNP NN NN TO VB DT NN NNP NNP NNP NNP JJR JJ IN EX VBZ RB NNP NNP VBD RP DT NNP NNP IN PRP MD RB VB , RB NNP VBD DT JJ NN IN NNP NNP VBZ JJ IN NNP RB PRP VBP RB VB TO VB NNP NNP DT JJ NN NNS NNP NNP NNP , WP VBZ PRP$ NN . '' NNP VBD IN TO DT NN IN VBD CD -NONE- , PRP$ NN VBZ NNP , VBP PRP VB PRP . '' DT NN NNP NNP , PRP VBP RB VB RB , CC PRP VBD VBG TO VB PRP NNP POS JJ VBD IN JJ . '' NNP NNP NNP VBD VBG IN PRP MD VB TO VB NN IN PRP IN DT NN . '' NNP MD VB TO VB WP NN CC WP NNS PRP MD VB NNP POS JJ MD VB DT JJ NNP NNP NNS PRP MD VB VBG IN RB NNS CC JJ NNS JJ NNP '' NNP NNP NNP , PRP MD VB RB IN DT , '' NNP VBD NNP NNP . DT CD NN PRP MD VB TO VB IN PRP VBZ WP PRP$ NN VBZ , IN DT VBZ NN IN NNP POS NNP NNP POS NNP , NNP NNP NN VBZ IN PRP VBP NNS , CC PRP VBP TO NN IN NNP NNP NNP IN NNS VBP TO VB PRP VBP PRP$ NN NN VBN NNP NNP CD NN NNP NNP VBD CC VBN NNP NNP VBD DT JJS NN IN PRP$ NN . '' NNP VBD VBN VBG IN NNP NNS VBP , VBP PRP VB TO VB RB CC VBP TO PRP$ NNS IN PRP JJ NN . '' NNP NNP NNP , VB RB NNP POS NNP NNP NNP , '' NNP NNP NNP RB IN PRP VBD RP , PRP VBD PRP$ NNS VBD NNP NNP VBD NNP NNP PRP VBD TO JJ NN TO DT NN CC NNP NNP VBD RB JJ IN NNS WDT PRP VBD DT JJ NNS PRP VBD TO VB IN DT NNP NNP VBZ VBD RB VBN IN PRP$ CC PRP VBD JJ IN DT JJ NN . CC DT IN DT NN VBZ VBN RB RB IN . . . . .																				
4	AI-XC	20131218113506	1000	1000	H	N	N	F	394197	5	11073867	Y	56196	 LIFE IN A CIRCUS                   There is a boy named Josh.He is a circus boy.People made fun of him just because he has to put on paint on his face.But when one of the kids showed up he saw Josh doing a hole bunch of tricks.When the boy took pictures he showed the kid that was bulling Josh the pictures.He was surprised.Now that every body could see what he could do mostly all of the kids showed up.   He was so happy he started getting new friends.Every day all of his friends would go to his house.they would go to  his house and see him do practice.           that is how he became a circus boy. 	NNP NNP NNP NNP NNP VBZ DT NN VBN JJ VBZ DT NN JJ NN NN IN PRP RB IN PRP VBZ TO VB IN NN IN PRP$ JJ WRB CD IN DT NNS VBD RP PRP VBD NNP NN DT NN NN IN JJ DT NN VBD NNS PRP VBD DT NN IN VBD VBG NNP DT NNP VBD JJ IN DT NN MD VB WP PRP MD VB RB DT IN DT NNS VBD NNP NNP VBD RB JJ PRP VBD VBG JJ JJ NN DT IN PRP$ NNS MD VB TO PRP$ JJ MD VB TO PRP$ NN CC VB PRP VB NNP IN VBZ WRB PRP VBD DT NN NN .																				
5	AI-XC	20131218113506	1000	1000	2	N	N	M	394391	5	11073869	Y	56196	  Being in the circus you have to juggle, dance, tame tigers, and alot more. Being in the circus can give you alot of atention. If you are in the circus you dont get paid you just do it for fun!        If you are in the circus you get to be a clown and were funny clothes. If you are in the circus you have to be away from home a long time and, you dont see family and, you are always moving to different locations across your country.        I would not be in the circus because I have alot of family and friends it would be hard for me to be without them. I like to watch the circus when it is in town because i see knife jugglers and alot of other cool things. Being in the circus has its upsides and the people in the circus are very lucky. 	VBG IN DT NN PRP VB TO VB , NN , VBD NNS , CC NN NNP NNP IN DT NN MD VB PRP VB IN NNP NNP PRP VBP IN DT NN PRP VBP VB VBN PRP RB VBP PRP IN NN . IN PRP VBP IN DT NN PRP VBP TO VB DT NN CC VBD JJ NNP NNP PRP VBP IN DT NN PRP VB TO VB RB IN NN DT JJ NN CC , PRP VBP VB NN CC , PRP VBP RB VBG TO JJ NNS IN PRP$ NNP NNP MD RB VB IN DT NN IN PRP VBP VBN IN NN CC NNS PRP MD VB RB IN PRP TO VB IN NNP NNP IN TO VB DT NN WRB PRP VBZ IN NN IN PRP VBP JJ NNS CC NN IN JJ NN NNP NNP IN DT NN VBZ PRP$ NNS CC DT NNS IN DT NN VBP RB JJ .																				
6	AI-XC	20131218113506	1000	1000	W			F	394486	5	11073871	Y	56196	                              It's not easy living the life of a circus performer. You have to have lots of skill and talent to live in a circus. Even if your a kid you still go to bed about at twelve o'clock a.m. You have to give up absaloutly everything to become a circus preformer. We interviewed nine year old Loki about how she liked the circus life.        'It's fun but not the easiest job. And you might think you get to skip school because you joined the circus, but you still have to read, write, and do math in a one classroom trailer that comes with us where ever we go. I started doing gymnastics when I was five years old so I am rather good at being a trapize artist. My trick to not being scared even though i'm so high up is to just look at my mom on the other side. My whole family is in the circus but we do not all do the same thing. My brother, Tio, is an assintant clown. He gets to ride unicycles. My dad is the lion tamer. At dinner time we dont get to get to much because we are performing in a little while. We do ten shows a week so when the show is over I am very tired. The show goes to ten thirty p.m. and I go to bed at 12:00 a.m. In a couple of days we head to a different town. You may think it's exciting going from place to place but sometimes I wish that we could just settle in one spot that I can call home.'             As you can see it is not an easy life. You have to do many things to become a circus performer. With the crowd going wild and clapping their hands, you think it would be wonderfull, but ask yourself, do you think that you would want to swich lives with a circus performer?          	PRP VBZ RB JJ NN DT NN IN DT NN NNP NNP VBP TO VB NNS IN NN CC NN TO VB IN DT NNP NNP IN PRP$ DT NN PRP RB VBP TO VBN IN IN NN NN NNP NNP VBP TO VB IN RB NN TO VB DT NN NNP NNP VBD CD NN JJ NNP IN WRB PRP VBD DT NN NNP NN POS NN CC RB DT JJS NNP CC PRP MD VB PRP VB TO VB NN IN PRP VBD DT NN , CC PRP RB VBP TO VB , JJ , CC VB NN IN DT CD NN NN WDT VBZ IN PRP WRB RB PRP NNP PRP VBD VBG NNS WRB PRP VBD CD NNS JJ RB PRP VBP RB JJ IN VBG DT NN NNP NNP NN TO RB VBG VBN RB IN PRP VBP RB JJ IN VBZ TO RB VB IN PRP$ NN IN DT JJ NNP NNP NN NN VBZ IN DT NN CC PRP VBP RB DT VBP DT JJ NNP NNP NN , NNP , VBZ DT JJ NNP NNP VBZ TO VB NNP NNP NN VBZ DT NN NNP NNP NN NN PRP VBP NN TO VB TO RB IN PRP VBP VBG IN DT RB NNP NNP VBP VBN NNS DT NN IN WRB DT NN VBZ IN PRP VBP RB NNP NNP NN VBZ TO VB NN NN CC PRP VBP TO VBN IN CD NNP NNP DT NN IN NNS PRP VBP TO DT JJ NNP NNP MD VB PRP VBZ VBG VBG IN NN TO VB CC RB PRP VBP IN PRP MD RB VB IN CD NN WDT PRP MD VB NNP POS NNP PRP MD VB PRP VBZ RB DT JJ NNP NNP VBP TO VB JJ NNS TO VB DT NN NNP NNP DT NN VBG NN CC VBG PRP$ NNS , PRP VBP PRP MD VB JJ , CC VB PRP , VBP PRP VB IN PRP MD VB TO VB NNS IN DT NN NN .																				
7	AI-XC	20131218113506	1000	1000	W	N	N	M	394487	5	11073873	Y	56196	                                            A DAY AT THE CIRUS       One day jack wanted to learn adout the circus. What he learned, it is hard to be in a circus. you need to do lots of tricks, paform and do stunts. It is not the safest thing to do. The next day the circus came to town. He told his parents they said it woukd be fun. They got tickets and went. It was so fun i got to see clowns, flips and alot of animals.                                                                                               THE END 	DT NNP NNP NNP NNP CD NN NN VBD TO VB IN DT NNP NNP PRP VBD , PRP VBZ RB TO VB IN DT NNP PRP VBP TO VB NNS IN NNS , NN CC VBP NNP NNP VBZ RB DT JJS NN TO NNP DT JJ NN DT NN VBD TO NNP NNP VBD PRP$ NNS PRP VBD PRP VBD VB NNP NNP VBD NNS CC NNP NNP VBD RB VBN PRP VBD TO VB NNS , NNS CC NN IN NNP NNP NNP																				
8	AI-XC	20131218113506	1000	1000	W	N	N	F	394527	5	11073875	Y	56196	  They wake up early travle alot pratice all the time but are a great entertainment to our world.    You may think circus life is all fun and games but its not.They wake pretty early and have alot of chores. They pratice alot too. They have to make it perfect for circus fans.They want to have proud people watching they want every one to have fun.    Most of the time they do. They have a buzy schedule and travle alot. But make fun of every thing they do.It may be hard with alot of chores and travleing alot.But being in a circus i think would be alot of fun. 	PRP VBP RP JJ NN NN NN DT DT NN CC VBP DT JJ NN TO PRP$ NNP NNP MD VB NN NN VBZ DT NN CC NNS CC PRP$ JJ NN RB RB CC VB NN IN NNP NNP NN NN NNP NNP VBP TO VB PRP VB IN NN NN NN TO VB VBN NNS VBG PRP VBP DT CD TO VB NNP NNP IN DT NN PRP NNP NNP VBP DT NN NN CC NN NNP CC VB RP IN DT NN PRP VBP MD VB RB IN NN IN NNS CC VBG JJ VBG IN DT NN PRP VBP MD VB RB IN NN .																				
9	AI-XC	20131218113506	1000	1000	H	Y	N	F	394551	5	11073878	Y	56196	 circus is funny and fun to see .My first go to circus in mexico.My second go to circus in Las Vega. I love to see cool trick and awsome I like to go there .some time clown so funny .When i little  i went to circus i was scared and shy becuase clown pick me . i trying and trying and i goting just like school . i need trying to learn and i learned it . i congrululation in 3 grade.i love circus. 	NN VBZ JJ CC NN TO VB JJ JJ NN TO VB IN JJ JJ NN TO VB IN NNP NNP NNP VBP TO VB JJ NN CC NN PRP VBP TO VB RB JJ NN NN RB JJ JJ PRP RB PRP VBD TO VB PRP VBD VBN CC JJ NN NN NN PRP . PRP VBG CC VBG CC PRP VBG RB IN NN . PRP VBP VBG TO VB CC PRP VBD PRP . PRP NN IN CD NNP NN VBZ .																				
