"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Data_Point_A","Final_Score_A","Read1_Date_A","Read1_ID_A","Read1_Score_A","Read1_Cond_A","Read2_Date_A","Read2_ID_A","Read2_Score_A","Read2_Cond_A","Read3_Date_A","Read3_ID_A","Read3_Score_A","Read3_Cond_A","Read5_Date_A","Read5_ID_A","Read5_Score_A","Read5_Cond_A","Data_Point_B","Final_Score_B","Read1_Date_B","Read1_ID_B","Read1_Score_B","Read1_Cond_B","Read2_Date_B","Read2_ID_B","Read2_Score_B","Read2_Cond_B","Read3_Date_B","Read3_ID_B","Read3_Score_B","Read3_Cond_B","Read5_Date_B","Read5_ID_B","Read5_Score_B","Read5_Cond_B","Data_Point_C","Final_Score_C","Read1_Date_C","Read1_ID_C","Read1_Score_C","Read1_Cond_C","Read2_Date_C","Read2_ID_C","Read2_Score_C","Read2_Cond_C","Read3_Date_C","Read3_ID_C","Read3_Score_C","Read3_Cond_C","Read5_Date_C","Read5_ID_C","Read5_Score_C","Read5_Cond_C","Alert_Code_1","Alert_ReaderID_1","Alert_Code_2","Alert_ReaderID_2","prediction_A","prediction_B","prediction_C"
0,"AI-XC",20131218113507,1000,1000,"W","","","F",382660,6,11044509,"Y",55927,"      People moved to America in the 1800s because of the American Civil War, gold, and transportation. People needed to get away from the war. People need gold. Good transportation makes it easier to transpot rescources.        The American Civil War was not something you wanted to be around so people in Ireland went to America for crops. The crops in Ireland had failed and people were dying of starvation. In America the crops were not dying so Irish people choose to go there.        In 1848 gold was discovered along the American River in California. The news spread all over the world. 'By January of 1849, 60 ships and thousands of overland travelers were headed for California'. That is how the California gold rush began.         Transportation in America had improved in the 1800s and made it easier to transport resources. Transportation got faster and so more people could get where they wanted to go. Those are reasons why people moved to America in the 1800s. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31888426100445,1.30053998872469,1.37102451328154
1,"AI-XC",20131218113507,1000,1000,"A","","","F",382695,6,11044511,"Y",55927,"           This first half of the 1800s was about how people were so busy because of the new technology. In the 1800s immigrants needed to work in factories, to farm, and to build new land, to invent things. Germans made up the largest group of immigrants and then came the Irish. The Irish were desperate because the crops were not doing so well. There was almost no food and more than 1 million people died. The population of Europe grew a lot. Many Europeans came to America to find work and jobs to not starve to death. Some even came to get more freedom and religious rights.             The second half of the 1800s was about the new transportation and how they were much eaiser for people and even their communication. The ability to travel somewhere without waiting not that long is great. They invented steamboats, and trains to transport people and goods. Also there was a rapid change in how information was being sent. Steam power made everything easier. This made news and ideas less expensive to be put out there. Even the relegraph in 1844 and telephone in 1876 was great for people to use to call and transport news to other people faster. This made the Untied states more popular.              The gold rush was a very popular thing in california. This man named John Sutter figured it out and told everyone he knew of. People immediately went to California as fast as they could and started to try to find gold. There were 325 people from China and everyone knew more will come the next.  Most of the people from China came to the gold rush in California because they were fleeing from conflicts or wars, or they didn't have enough money to get things. Some of the poor people could not get there because money loss or one of their family members are sick. They longed to go there, but could not. The Chinese were all about the gold rush. In 1851 2,716 people came from china, then in 1852 20,26 people came from China, and then by 1870 there were 63,000 people from China. It grew from then. After some time it lessened because some people figured the gold was running out. Then it was hard to find gold, but that was one of the most popular peroids in Califorina ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38518688985844,2.49798728435519,1.33264114561295
2,"AI-XC",20131218113507,1000,1000,"H","N","N","F",383124,6,11044513,"Y",55927,"                                                               CULTURAL HERITAGE DAY                                  I wrote about why people moved to America.When did they start to move to America. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05991349200011,1.08072755537935,0.865821343568827
3,"AI-XC",20131218113507,1000,1000,"W","Y","N","M",383220,6,11044516,"Y",55927," hi this story is about a gold rush how alot of people run in and find gold .   gold was found in 1848 along the usa river in Ca on the property of a   man named john sutter. Duing the 1800s working people who build.   farm or invent came to usa in a ship after ship of peoplethe second half   of the wolrd1800s was a time of great hi how are you I am goodhow about ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05221943560408,1.09179541422305,0
4,"AI-XC",20131218113507,1000,1000,"B","N","N","F",383254,6,11044518,"Y",55927,"                                             MOVING TO AMMERICA                   Immigrants verry intellegent they knew how to build farms and invent. During the 1800 working people who could build a farm or invent somthing moved to ammerica.Ship after ship came with inventers and farmers.There was a lot of technology. They needed work in factories ,and the germans did all of that.                Germans made the largest single group of immigrants in the 1800. In later 1800 people started comming from other euepean contries that had not sent many people to america before.People needed food jobs and homes it didnt seem to be enough for them in euroupe.many eurpeans came to ammerica to find work and avoid hunger. others came for religous freedom.                 In toatal 26million imigrants arrived.Most of the new commers new verry little about ammerica.But thats what they wanted, freedom and a chance to work.The seconed half of 1800s was a time of great change in ammerica.Industry grewand many immigrants arrived on  ammericas beaches.people also could travel on trains too.                                This was all true in europe. travlers now could also catch a train that will take them right to a boat.A trip to ammerica in early times would have taken months,but new steam ships could make the trip much faster. The advances made it much easy to travel. People became more aware of the world around them and with the abioity to move long distances easily, they moved more than ever before.       All in all the eupean sucefully found houses and jobs. they like america and they dont  have to  starve or fight for a job. every one has a job and evrey one has houses.they like better in ammerica then europe. the immagrants would rather eat and have a  job then starve and ba homless and have no job. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8005335501349,1.65063317651622,0.368598892922879
5,"AI-XC",20131218113507,1000,1000,"W","N","N","M",383311,6,11044519,"Y",55927," People move to America for many reasons. Many of these will be listed below.       There was a lot of new technology in America during the 1800s. This drove many people from Europe and Germany. The Irish were also a very large group of immagrants, 1.7 million people to be precise. This was because of crops in Ireland that were failing.       Growth in industry also grew and this drew many people to the US. But there was also other reasons for coming to America, like avoiding poverty and harsh weather.       But the main reason that people came to America was because of the California Gold Rush. This took place in 1849. People from all over the world and especially China to gather gold.     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20356942493934,1.22507483299271,1.43220815099368
6,"AI-XC",20131218113507,1000,1000,"W","","","M",383320,6,11044521,"Y",55927,"           Happy 200th anniversy to the immigrants who immigrated  to America 200 years ago. I know it was probably hard for you immigrants to leave your country and probably your family. In Ireland I heard that you came over to America because of crop failure. And you had no choice. You also had no choice of leaving your kids or not. Unfortuntly you had to leave your kids. Another big reason why people immigrated to America was because of wars, crop failure, money, business, and ETC.                  Did you know that in 1849 more than 70,000 hopeful adventures arrived in California. There were also 325 men from China in that mix of 70,000 people. In the 1800's a lot of the people who immigrated to America was the Chinese. The reason why was because they didn't have enough rice to feed everyone because there was a flood there and it washed most of the rice away.             In a 50 year period of immigration 26 million people immigrated to America! The main reason why they came was because they wanted freedom. In 1849 the first train on a railroad track passed America and through it. That made transportation easier so immigrants can get to America faster. In Europe the immagrants could catch a train but the bad thing is it leads them right to a boat, and a boat would take them months to get to America. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84336946903196,1.74865627669515,1.24163136341481
7,"AI-XC",20131218113507,1000,1000,"W","N","N","M",383617,6,11044523,"Y",55927,"        Can you imagine moving to the united states from a different country while you didn't know one word of English?  I cannot I think it would be incredibly difficult and painstaking.  People moved to America for different reasons. People worked different jobs based on their old professions.  People helped make America get more people by improving technology and industry.       People wanted to move to America for different reasons such as jobs, freedom, opportunities, access to resources and hunger.  People needed jobs and food if their country was getting overpopulated.  People needed freedom because in some countries people wouldn't like you if you weren't a specific religion.        People worked jobs if it was regular labor, something that would make them rich or a job that was similar to their old job.  They would do this because they don't know much else about working in America.They might be a inventor and then invent things or a alchemist believing he could change different materials into gold,       People helped make America get its technology because in 50 years America went from 30,626 miles of railroad tracks to 240,293 miles of railroad tracks.  It also went from 20,471,000 tons of coal to 417,111,000 tons of coal. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31970213157438,1.29437819555282,1.30069839136344
8,"AI-XC",20131218113507,1000,1000,"A","N","N","F",384350,6,11044524,"Y",55927,"    In the 1800s there were many reasons for the people from different cultures to uproot themselves and to move the United States. All immigrants were needed to work to build and advance the world they moved to. Such jobs included working in the new factories, farming the land, constructing new buildings and homes, and to invent new things to help advance their culture and society. They're the ones who started what we live on today.      The countries who sent their people to the United States sent different numbers of people. The Germans made up the largest group of immigrants, with the Irish following. One-fourth of the population of Ireland gave up their country to go live in America. The reason they did this is because back in Ireland most crops had failed, especially the potato crop. That lead to a food shortage resulting to the deaths of more than 1 million people.     The European countries sent their people later in the 1800s. These countries includes Russia, Italy, Poland, Denmark, Sweden, and Hungary. In Europe the population had doubled, making it harder to find work. This happened between the years of 1750-1850. The extra people living there needed food, a home, and a good income. That made the idea of moving to America seem fit.     After a few years, in America industry grew and even more immigrants arrived. They had created the first railroad in the United States in 1869. This made moving resources such silver and lumber much easier. There was also a change on how quick information from different areas of the U.S. traveled. The redesign of the printing press made it easier and possible to print as many inexpensive books and newspapers as wanted. It also made new ideas available to more people. The telegraph was created in 1844 and the telephone in 1876, helping news travel even faster.      The move of many immigrants lead to new inventions, new land, and a mixed culture. There were even more immigrants that came to America that came to escape from violance, harsh conditions at home, to get a job, or to just make a new life. The immigrants came for more freedoms, to even escape their old life. All the immigrants helped make what we call the United States today.                       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55324827097488,2.70442388972591,2
9,"AI-XC",20131218113507,1000,1000,"H","Y","Y","M",384456,6,11044527,"Y",55927,"      Recently I read a passage with many passages on it. It is about stories about many certain events during the 1800s of  U.S. history.        One story is immigration which started on the 1800s the people who immigrated were not from U.S. many of the immigrants were German and Irish. They immigrated for many reasons on was food,looking for jobs,and most importantly a better place to live.On the later 1800s more people from European countries came to do the same thing.2 more reasons were money and a home to live in.Others came for a religious freedom their reasons were that they were mistreated and escape from war which made life harder.              On 1848 a discovery that would bring many people was found.On the property of a man John Sutter along the American River in California Gold was discovered the man wanted to keep it a secret so he could get all the Gold but the news spread all over America and reached to other parts of the world. On 1849 many travelers came to America and with that the California Gold Rush began.The most people who came were Chinese along with the famous Forty-Niners which were 325 people from China.Before Chinese knew about Gold they heard it from tales about Gold beyond the Pacific Ocean.They called California Gold Mountain with the fancy name it seemed to the Chinese that California was filled with unbelievable richness the news about Gold Mountain spread over many parts of China with this many people came with more people each year by 1870 the Chinese and the U.S. palyed a critical part on building the first transcontinental railroad.                    In conclusion,during the 1800s many people came to U.S. to get jobs,prevent starvation,get money,have a better place to live on,and to escape war to live on a land of freedom.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31437595371892,2.08403179276207,1.32141881982931
