"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Data_Point_A","Final_Score_A","Read1_Date_A","Read1_ID_A","Read1_Score_A","Read1_Cond_A","Read2_Date_A","Read2_ID_A","Read2_Score_A","Read2_Cond_A","Read3_Date_A","Read3_ID_A","Read3_Score_A","Read3_Cond_A","Read5_Date_A","Read5_ID_A","Read5_Score_A","Read5_Cond_A","Data_Point_B","Final_Score_B","Read1_Date_B","Read1_ID_B","Read1_Score_B","Read1_Cond_B","Read2_Date_B","Read2_ID_B","Read2_Score_B","Read2_Cond_B","Read3_Date_B","Read3_ID_B","Read3_Score_B","Read3_Cond_B","Read5_Date_B","Read5_ID_B","Read5_Score_B","Read5_Cond_B","Data_Point_C","Final_Score_C","Read1_Date_C","Read1_ID_C","Read1_Score_C","Read1_Cond_C","Read2_Date_C","Read2_ID_C","Read2_Score_C","Read2_Cond_C","Read3_Date_C","Read3_ID_C","Read3_Score_C","Read3_Cond_C","Read5_Date_C","Read5_ID_C","Read5_Score_C","Read5_Cond_C","Alert_Code_1","Alert_ReaderID_1","Alert_Code_2","Alert_ReaderID_2","prediction_A","prediction_B","prediction_C"
0,"AI-XC",20131218113506,1000,1000,"NR","","","M",392072,5,11073856,"Y",56196," The circus people work on training hard all the time they teach animales learn acrobatics have to be strong some people want to think about running away from home to go watch the cicurs people do their act.Anyways it cant be just normale people to work at a circus you hqave to be talented, brave, strong and hard working. the circus plays music on big sspeakers there are talent shows balleta dancers also trained in rhythmic. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0837567071179,1.13565779317829,0.0251213206073933
1,"AI-XC",20131218113506,1000,1000,"NR","","","F",392188,5,11073859,"Y",56196,"                                                                              my story of the circus life                    THE DOWNSIDE OF IT                                                     It is hard in the circus and not every one  can do it. there are a lot of fun things to do in the circus. I like going and watching but wen u are in it that is wen it gets hared.Like u have to work long hoers and it is not all fun and games u have to work hared and u have to go to school to learn how to do it and u cant rely set down and have a lot of family dinners                 THE UPSIDE OF IT                   U get to see the world like u can preform at japan Australia north America.U get to see all the different cine of people. U see all of them kids and moms and dads out there having fun  but it tacks a lot to do that .Wen u learn how is will be fun. Then u got chores to do like feed the and groom the horses and stuff like that o and water . but u get to have a lot of fun while u do it to                        THE END OF THE DAY                      For a kid in the circus it mite be like this .7:00 A.M time to get up around 9:30 A.M time to go to school. 3:00 P.M school is over 4:00 the worst part chores. 6:30 dinnertime 10:30 show over .12:00 u mite want  to be in bed .That what a day as a circus kid is like most lee and wen i sad dinner.I  meant u do not eat much you will be perform u do 10 a week almost    u get 30 mitten to it if u lucky.                                GETTING STARTED              U gust cant join the circus and do it .U need to have a specific talent .U need to have the rite body to and be very determined .U have to put your hart in to it and do it. Thar are a lot of people how want to do this. This is what u got to do u have to learn                      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85123456906736,2.02143209312823,0.60634876964349
2,"AI-XC",20131218113506,1000,1000,"W","","","M",393965,5,11073861,"Y",56196," once apon a time at the circus a guy farted ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01405492670152,1.02083201672555,0
3,"AI-XC",20131218113506,1000,1000,"W","N","N","F",394104,5,11073864,"Y",56196," New learner Circus Clowns        Once Upon A Circus, there was a clown. His name was Freddy. He needed to hire somebody cause his boss said that he needed another clown to intertain the kids on Saturday for the big Circus play. If he did hire somebody, all of the other clowns would have to teach the clown to do tricks and everything. That might take a while, so Freddy thought he needed to hire one almost right away.            So, Freddy took a walk down to the park. He took a glance at the park from around the corner. He didn't see anybody from around the corner, but he needed glasses because he had bad eyesight. So he walked farther, until he finally got there. Freddy saw two 2 year-olds, two 5 year-olds, three 13 year-olds, and 1, just one, 18 year-old. The perfect age to become a circus clown. Freddy thought. Even more perfect that there's only one. Fred let out some humour. (if you couldn't notice, sometimes Fred had a bad sense of humour. Fred is short for Freddy so you don't have to say FREDDY. As the other circus clowns said.)   'Hi, what's your name?' Fred went up to the girl that was 18.   'Hi, my name is Meg, do I know you?' The girl replied.   'No, I don't think so, but I was going to ask you something.'   'What was that sir?' Meg said.   'I was wondering if you would like to come work for me at the circus?'   'I would have to know what time and what days it would be on.'   'It would be the whole week. Some days you would be working for long hours but other days short hours.' Fred inquired.   'Yeah, I would be okay with that,' Meg said happily.   'Awesome! The one thing I would have to know from you is what your talent is, if that's okay with you.' Fred announced.   ' Oh, sure. My talent is that I LOVE gymnastics, and I go to practice in Iowa Falls. Crowds of people come to watch me do my fancy trick called THE SPIN. One time Taylor Swift came and watched me. It was the best day of my life!' Meg was excited talking about that.   'Sounds fun, do you want to go home and talk to your parents about it real fast?' Fred said.   'Yeah, be right back.' Meg replied.   'Okay,' Fred responded.            As soon as she got back, she said her parents said yes. Freddy was happy. Then they got to right back to the circus and practice.            Meg was so good at gymnastics that she mastered the new moves she had to learn in no time. Circus clowns were so proud of her and she did great at the big play!                 And all of the circus clowns lived happily ever after!!!!!                                   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.93034508248031,2
4,"AI-XC",20131218113506,1000,1000,"H","N","N","F",394197,5,11073867,"Y",56196," LIFE IN A CIRCUS                   There is a boy named Josh.He is a circus boy.People made fun of him just because he has to put on paint on his face.But when one of the kids showed up he saw Josh doing a hole bunch of tricks.When the boy took pictures he showed the kid that was bulling Josh the pictures.He was surprised.Now that every body could see what he could do mostly all of the kids showed up.   He was so happy he started getting new friends.Every day all of his friends would go to his house.they would go to  his house and see him do practice.           that is how he became a circus boy. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53460144552653,1.64413579808773,1.19719559969598
5,"AI-XC",20131218113506,1000,1000,"2","N","N","M",394391,5,11073869,"Y",56196,"  Being in the circus you have to juggle, dance, tame tigers, and alot more. Being in the circus can give you alot of atention. If you are in the circus you dont get paid you just do it for fun!        If you are in the circus you get to be a clown and were funny clothes. If you are in the circus you have to be away from home a long time and, you dont see family and, you are always moving to different locations across your country.        I would not be in the circus because I have alot of family and friends it would be hard for me to be without them. I like to watch the circus when it is in town because i see knife jugglers and alot of other cool things. Being in the circus has its upsides and the people in the circus are very lucky. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50458141750154,1.64200833892669,0.826092656479253
6,"AI-XC",20131218113506,1000,1000,"W","","","F",394486,5,11073871,"Y",56196,"                              It's not easy living the life of a circus performer. You have to have lots of skill and talent to live in a circus. Even if your a kid you still go to bed about at twelve o'clock a.m. You have to give up absaloutly everything to become a circus preformer. We interviewed nine year old Loki about how she liked the circus life.        'It's fun but not the easiest job. And you might think you get to skip school because you joined the circus, but you still have to read, write, and do math in a one classroom trailer that comes with us where ever we go. I started doing gymnastics when I was five years old so I am rather good at being a trapize artist. My trick to not being scared even though i'm so high up is to just look at my mom on the other side. My whole family is in the circus but we do not all do the same thing. My brother, Tio, is an assintant clown. He gets to ride unicycles. My dad is the lion tamer. At dinner time we dont get to get to much because we are performing in a little while. We do ten shows a week so when the show is over I am very tired. The show goes to ten thirty p.m. and I go to bed at 12:00 a.m. In a couple of days we head to a different town. You may think it's exciting going from place to place but sometimes I wish that we could just settle in one spot that I can call home.'             As you can see it is not an easy life. You have to do many things to become a circus performer. With the crowd going wild and clapping their hands, you think it would be wonderfull, but ask yourself, do you think that you would want to swich lives with a circus performer?          ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64880669637766,2.71580203982342,1.56883854097308
7,"AI-XC",20131218113506,1000,1000,"W","N","N","M",394487,5,11073873,"Y",56196,"                                            A DAY AT THE CIRUS       One day jack wanted to learn adout the circus. What he learned, it is hard to be in a circus. you need to do lots of tricks, paform and do stunts. It is not the safest thing to do. The next day the circus came to town. He told his parents they said it woukd be fun. They got tickets and went. It was so fun i got to see clowns, flips and alot of animals.                                                                                               THE END ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22293167673522,1.30521785489558,0.317325829406941
8,"AI-XC",20131218113506,1000,1000,"W","N","N","F",394527,5,11073875,"Y",56196,"  They wake up early travle alot pratice all the time but are a great entertainment to our world.    You may think circus life is all fun and games but its not.They wake pretty early and have alot of chores. They pratice alot too. They have to make it perfect for circus fans.They want to have proud people watching they want every one to have fun.    Most of the time they do. They have a buzy schedule and travle alot. But make fun of every thing they do.It may be hard with alot of chores and travleing alot.But being in a circus i think would be alot of fun. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33266633341397,1.52630510310619,0.845464326299126
9,"AI-XC",20131218113506,1000,1000,"H","Y","N","F",394551,5,11073878,"Y",56196," circus is funny and fun to see .My first go to circus in mexico.My second go to circus in Las Vega. I love to see cool trick and awsome I like to go there .some time clown so funny .When i little  i went to circus i was scared and shy becuase clown pick me . i trying and trying and i goting just like school . i need trying to learn and i learned it . i congrululation in 3 grade.i love circus. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04514298076047,1.25791994727168,0.18752791686288
10,"AI-XC",20131218113506,1000,1000,"W","N","N","F",394833,5,11073882,"Y",56196,"                                                           WHAT WE DO AT THE CIRCUS                             I am Jordyn I work at the circus my friends names at my work are Mary,Miranda,Amanda,and Alex we are all professional acrobats. We were in gymnastic for eleven years before we started here.  My friends and I love showing off our talents thats why we work here. We've been working here at the circus for seven years i am tired  after a day of work. You have to wake up early got to bed late and go on long trips all the time but we are are used to that but its very fun though.                    Today we are going to japan for a show we have to take some of our animals because they are needed in the show we will be doing acrobats fire dancing and a cupple acts with the animals. Mary,Amanda,Alex,and I will be preforming acrobats and jack another person that works with me will be preforming the fire dance.We are going to have a fun time. When we come back we will be preforming another show at our home town. We are going to preform most of the same things as Japan but not exactly we will not be preforming with the same animals as the show in Japan but we will be preforming with animals and we will  also be doing acrobats and fire dancing with every one that did it before.                             Everything is done and I am really really tired so I am going to clean up my things and head out of the circus and home but I want to say bye to every body first. 'bye everyone' I said, 'see you later' Mary,Amanda, Alex,and Jack said. 'See you tommorrow'I said , ' bye ' Amanda said. I am home now and I am getting ready for work tomorrow. I love working at the circus and I hope kids become like me but I am really tired and I need to go to bed. Goodbye. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73186084784443,2.614300496804,0.967373724695533
