"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Data_Point_A","Final_Score_A","Read1_Date_A","Read1_ID_A","Read1_Score_A","Read1_Cond_A","Read2_Date_A","Read2_ID_A","Read2_Score_A","Read2_Cond_A","Read3_Date_A","Read3_ID_A","Read3_Score_A","Read3_Cond_A","Read5_Date_A","Read5_ID_A","Read5_Score_A","Read5_Cond_A","Data_Point_B","Final_Score_B","Read1_Date_B","Read1_ID_B","Read1_Score_B","Read1_Cond_B","Read2_Date_B","Read2_ID_B","Read2_Score_B","Read2_Cond_B","Read3_Date_B","Read3_ID_B","Read3_Score_B","Read3_Cond_B","Read5_Date_B","Read5_ID_B","Read5_Score_B","Read5_Cond_B","Data_Point_C","Final_Score_C","Read1_Date_C","Read1_ID_C","Read1_Score_C","Read1_Cond_C","Read2_Date_C","Read2_ID_C","Read2_Score_C","Read2_Cond_C","Read3_Date_C","Read3_ID_C","Read3_Score_C","Read3_Cond_C","Read5_Date_C","Read5_ID_C","Read5_Score_C","Read5_Cond_C","Alert_Code_1","Alert_ReaderID_1","Alert_Code_2","Alert_ReaderID_2","prediction_A","prediction_B","prediction_C"
0,"AI-XC",20131218113506,1000,1000,"B","N","N","M",382637,6,11084246,"Y",55103,"                      Robots Narriative Performance Task                                                                                                                                                      I read that robots are very useful in some people lifes like jobs. Miners,doctors and robots that picks fruit are a example of jobs that have robots to help them out on the job. I think the robot named the Gemini-scout is one of the best robots to have on the job.             The Gemini-scout is the best robot to me because it rescues miners that are hurt and need to get to safety. I also think that they are important because if it wasn't for the robots some of the miners today might have been killed. Speaking of saving lifes some robots benifiet on the job of being a doctor.            The robot Mr. Grower is another special robot because it helps bring medicine to the doctor and to the nurse. Mr. Grower is like a cabinet on wheels to some doctors. the other ability that Mr. Grower has is that he can also communicate with the doctors.Mr. Grower is a strong robot he can carry up to 500 pounds. The last robot helps farmers on their farm.            The robot Agribots have the speacial ability to pick fruits for farmers. In Massachusetts Institute scientist are making a green houses for these robots to work at and pick the fruit because they do it so well. When the robot, Agribots, sense the fruit is ripe it will pick it and if it is dry it will water it. i think robots really benifiet in our daily life.            These scientist are doing a very good making all these smart robots like the Gemini-scout and Mr. Grower and also the Agribots. the robots are very useful to farmers, miners and doctors. these robots all have some speacial abilities to do certain task.I think these robots are very useful in our daily life. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48705092572911,1.48349124221605,0.739086509707461
1,"AI-XC",20131218113506,1000,1000,"A","","","M",382694,6,11084255,"Y",55103,"         The Robot I built wasn't supposed to come to life. It just, well... happened. This story of how the Bobot became to be my best creation... or nightmare... I had been working on a powerful Bobot project. I was in charge of the programming of Bobot. However, my little mistake cost a lot of trouble... AND I mean a lot of trouble.             It was the year of  5-12-1989, Cancun, Mexico. I was excited because to day was Bobot's reveal to the public. Unfortunately, I had forgottten to insert the no-evil programming inside of him ! The lack of that programming was going to cause him to go on an evil outrage! So when the power was turned on, Bobot's uproar began! His hammering arms slammed into the ground killing thousands. Even worse, he released an inferno out of his flamethrowers as well, incinerating everything in the process. My colleagues glared at me because I was the one who forgot include the no-evil programming. I chuckled sheepishly. To stop Bobot's thrash, I needed the selfdestruct remote. I raced to the Lab to get it. I pressed the huge, red, button and flares of oil and fire exploded as Bobot was destroyed...             The good news was that Bobot's rampage came to a halt. The bad news was: We had lost Bobot, thousands of people perished, and their was a lot of destruction me and my colleagues had to pay for. I groaned. This was going to take a lifetime's work to pay off the mess Bobot caused...                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63244310106267,1.64773129348972,1.40339527595006
2,"AI-XC",20131218113506,1000,1000,"W","","","M",382975,6,11084260,"Y",55103," Once a long time ago a very magical thing happened. This magical thing happened on Christmas eve- christmas morning.       Once Joes parents put him to sleep they decided to get him a present for Christmas. They decided he was old enough to take care of him self on his own while they bought him a present so they wrote a note and left.Joe was sleeping happily in his bed dreaming about a toy robot he wanted. All of a sudden a loud crashing soud a though something bad happened. he called for r his parents but there was no reply so he got out of bed to check what happened.He saw his parents note and began to became scared. if his parent hadn't made that crash noise who did! Out of no where a robotic voice said greetings.Joe jumped in surprisment for 2c( the robot joe wanted) was life size standing in Joes kitchen.The robot briefly told Joe how he got there and then he told Joe why he had come.he told joe that he had only come here because freum( the land Joe was from) was under attack by space monsters.The robot then told Joe that if he did not come to help get rid of the space monsters he would have to become replaced with another person and Joe would be locked up.Joe decided that either way he went their would be trouble he decided to help 2c.2c started the space ship that was parked on Joe lawn and they began lift off.On the ride Joe asked 2c why out of all the people in the world choose me. 2c had a simple reply of you will find out later.       when Joe and 2c reached Freum Joe was crowded from aliens and robots who wanted to see what a person looked like.A couple minutes later Joe meet his trainer. Joes trainers name was 3b. once they got to know each other they became good friends. When Joe started training it was harder than he thought it would be. he kept getting knocker over,bruised and hit with the training weapons. After months of training Joe became a fierce warrior and was finally ready to fight the space monsters.Right before battle Joe remembered his home and his parent and he missed them.He didn't want to go and fight right now he wanted to tell his parent that he would be safe.Joe asked 3b if he would ever be able to see his parents again and 3b exclaimed 'of course man ,as long as you live through this war!'Joe suddenly became very afraid but when the fighting started he was just dogging weapons and running not using any of the training he learned from 3b.When hoe thought he was on a safe cabin he saw 3b fall from the sky dead.he suddenly felt rage and began attacking all the space monsters.when the war finally died down Joe was tired and wanted to go home and sleep. 2c took Joe home at around 12 and joe saw that no one was home.he decided to leave a note and go to bed.When Joe woke up his parents were waiting for him down stairs.He was fluttered by presents but his parents didn't seem to miss him. he told them that he was sorry about being away for months and they simply said ' Joe it Christmas morning' 'we only went to the store to buy you some presents.'Joe thought it was just a dream and he happily opened his presents.when he finally got to the last present it said from: 2c to: Joe when Joe saw what was on the inside he almost fainted it was a real mini robot that worked. it walked,and talked, and he ever could open and close his hands.Joe kept that present in a safe spot and kept it fro the rest of his life.       the end ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26797106371449,3.25523246674089,1.62829915876534
3,"AI-XC",20131218113506,1000,1000,"W","N","N","F",382997,6,11084261,"Y",55103," 'Robots robots robots,' Grover shouts 'If you don't think robots are real then you better think again.' That was what was going on back when I was a robot that came to life. Everybody was making movies about them but know one noticed how real they were. My name is Grover and I am a robot. I don't do what you think I might do, I work with technology and yes that is me I create the graphics of your video games. You may not think but robots have a big roll in technology. To start us off I can talk, steer, create things, fix things and help people with things like viruses on their computers. If you did not know we only work when people believe in us.       Here in the studios of technology where I work we give people tours and when little kids come saying robots are not real i can't do my job until we make them say 'Robots are real!' Of course all we need to say is that I edit video games and there already loving me! Now I'll talk about my job. My body stores tools that I need for my job. When people call us on the phone saying 'My computer is having a virus' I can fix it. I am only 6 inches and I plug into the computer and collect information about why the computer is having a virus, all the ads that are popping up and more.       To create video games I get plugged into the computer as well and I have all of the cool editing tools. My buddy Jeremy (an actual human) created me and that is when I came to life. So Jeremy makes the designs but he can't do it without the help of me! What ever you can think of, any video game, that you can possibly think of, the graphics were done by me and Jeremy and thought of by Steve. Steve helped to create me but mostly Jeremy.       If you are interested how I came to life it was when Jeremy got tired of having to do all of this work. He went home one night and thought he could make a robot. 'Oh I have the best idea, I can't wait!' Jeremy shouted excitedly.   It took about 4 or 5 years to make me but he knew he could do it. He believed in himself. Jeremy got upset about me that it was taking so long until one day he finally tried me out and I worked. 'YES I got it, Finally i Can't wait!' He yelled. Jeremy was so excited to use me.       So now I am alive and I am working hard. People are very interested in me and I know I have to I have to keep up my work. Some kids think I am cool and others are scared of me. That is okay because not everybody is going to like me. I love working with Jeremy to make new video games for all of the kids that love video games. Next time you go to the Lego store make sure to check out my 3D Video sensor screen!             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68506426915397,2.67055026205694,1.25979148579564
4,"AI-XC",20131218113506,1000,1000,"A","N","N","F",383000,6,11084264,"Y",55103,"                Mr. Gower                 One perfect day in Boston, Massachusetts a 21 year old-boy named Marcus got a new toy called Mr. Gower. He brought it back to his house and was playing with it in his room. He had to leave for a few weeks so he said bye to Mr. Gower and left. The next day Mr. Gower starts glowing and he is making noises and starts talking. HE IS ALIVE!! He was programmed to work in hospitals, and help doctors and nurses bring medicine to patients. Mr. Gower looks like a small cabinet with wheels. The body is a stack of locked drawers stored with medicine. Nurses and doctors unlock the drawers when medicine is needed for a patient. Mr. Gower can ride elevators, steer through hallways, and move things that get in the way.            This robot is so strong that it could pull 500 pounds. Mr. Gower runs on batteries, so he charges for two hhours and can deliver medicine for twelve hours without stopping. Mr. Gower can talk too. It can say, 'Calling elevator' or 'Your delivery is here.' Mr. Gower works for nurses and doctors and sometimes does their job so they can focus on more important tasks. After a few weeks working at the hospital Marcus comes back in his room to play with Mr. Gower but he was gone. His mom gets the newspaper and Mr. Gower is on the front cover. Marcus llooks at the picture and it looked like Mr. Gower was in the hospital He went in the room Mr. Gower worked at there he was. Marcus yelled, 'Come on Mr. Gower lets go home right now.'             But Mr. Gower couldn't leave. This was his job now and if he left he would leave many disappointed people. Marcus agreed with Mr. Gower and let him stay. Marcus would love to visit Mr. Gower one day. So he drove to visit Mr. Gower every day. When Marcus was old enough he got a job to become a doctor and he got the job! He got to work with Mr. Gower and all the other doctors and nurses. But the best part is that he got to meet snd sometimes play with Mr. Gower at work every day.                                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97090297626683,1.91423945730972,1.44074797643763
5,"AI-XC",20131218113506,1000,1000,"W","Y","N","M",383001,6,11084268,"Y",55103," ?     There are remote-controlled robot that does search-and-rescue work in mines under the ground.  The robot is less than 2 feet tall and has wheels.  It can go up and down the stairs and can make? tight turns, and it can even roll through water.  The robot is small, but it is strong.  Gemini-Scout carries food, water, and other supplies.  It can even drag hurt people to safety.            Wherever it goes, Leo collects information.  For example, it tests the air for gases and then tells when the air is safe.  Leo also has a thermal camera uses heat sensors to find living things.  When Leo finds a trapped miner, the miner is usually trapped down under the ground so far that know one can reach the trapped miner.  The trapped miner always has his two-way radio with him because he might need to contact the rescue team.            The robot was built to be easy to use.  Its remote control is the same one that is used for some video games.  if you've ever played a video game,you may know how to use Gemini-Scout.  Dante 2 looks for vents, or holes, in the crater.  Then the robot collects information about the gases that come out of the vents.  In the past, scientists could not learn as much about volcanoes, but Dante 2 is changing that.  Now scientists can study a volcano up close while they remain safe in their laboratories.  Dante 2 is a robot with an interesting job---it climbs into volcanoes to gather information for scientists.  Like a spider, this robot has eight legs.  This helps it climb the steep walls of the volcano.  It is also built to survive very high heat.  When a volcano is too dangerous for scientists to enter, Dante goes instead.           Mr. Bower is a robot that works in hospitals, helping doctors and nurses bring medicine to patients.  Mr. Bower looks like a small cabinet on wheels.  The body of the robot is a stack of locked drawers that store medicine.  Nurses and doctors can the drawers when the medicine is needed.  Mr. Bower can go anywhere in the hospital.  It can ride elevators, steer through hallways, and move things that get in the way.  The robot is so strong that it can pull 500 pounds.  Mr. Bower runs on batteries.  After charging for two hours, the robot can deliver medicine for twelve hours without stopping.              An Agribot is a robot picks fruit.  It might pick berries, oranges, grapes, or apples.  Agribots are not yet widely used, but farmers are very interested in what these robots can do.  Because picking a strawberry is different than picking an apple.  Agribots come in all shapes and sizes.  Some have giant arms that are towed behind trucks.  Others are able to move around on their own.  In Japan, there is a strawberry-picking robot that can sense the color of the berries.  This helps the robot know when each berry is ripe.  Not only does it work long days, but he can talk.  It has been programmed to say hundreds of phrases.  For example, it can say,'Calling elevator' or 'Your delivery is here.'  Mr. Bower does work that doctors, pharmacists, and nurses used to do.  This allows them to focus on other important tasks. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8804516132133,2.90909353251486,1.79619834272805
6,"AI-XC",20131218113506,1000,1000,"A","","","F",383148,6,11084274,"Y",55103,"          It was another busy, tiring day at the hospital for Mrs. Peterson, a nurse.  She wished desperately that there was a robot that could help her do the job for her as she eyed the dusty lump of metal that had a shape like a robot.  Miraculously, the clump of metal came to life and wheeled itself in front of Mrs. Peterson.  She jumped, and nervously asked, 'Who are you?'           The robot replied, 'I am Mr. Gower, a robot, here to help you do work that nurses and doctors do.'           'Oh, I see.  So there are robots that help around in hospitals.  How convenient!' Mrs. Peterson exclaimed with a smile, now not so suspicious.  She then ordered the robot to finish her duty for the rest of the day.           The next morning, Mrs. Peterson found Mr. Gower in the corner of a room not moving.  She gently shook the robot, but Mr. Gower still did not budge.  At last, Mrs. Peterson decided to finish her shift at the hospital without him.  When she arrived home late at night once again, a thought occurred to her, Doesn't Mr. Gower run on batteries?  Instantly, she was relieved.  She had forgotten that all robots needed to be recharged at the end of the day.  That meant her work load would be cut in half if Mr. Gower worked alongside her every day.            For the next couple of years, everything went smoothly as Mr. Gower worked with Mrs. Peterson at the hospital.  Mrs. Peterson was extremely content because her work was cut in half.  From then on, she lived happily ever after. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87023311433384,1.87365971718963,1.94106227513953
7,"AI-XC",20131218113506,1000,1000,"B","N","N","F",383276,6,11084279,"Y",55103," One day a boy named Alex was trying to make a robot for the science fair,he worked on it for weeks and weeks,he couldn't figure out how to make it talk.Finally he got it 3 hours before the science fair,he went down stairs to get a snack and tell his mom he finish the robot but when he went back to his room the robot was gone! 'MOM' he shouted 'What is it sweetie' said his mom 'My robot is gone, what am I going to do'!?       Alex and his mother showed up to the science fair with no robot.Alex's teacher asked to see his robot but Alex didn't have one, his teacher said 'well if that's the case then you have a F'. Alex was very disappointed about his grade but there was nothing he can do,so Alex and his mother walked around the science fair to see what other students came up with. One kid had a robot that cook his breakfast, lunch, and dinner, another kid had a robot that did his homework,a lot of students had a lot of great robots, but just looking at the other students robots it made Alex very upset.Alex and his mother left, about 15 to 20 minutes later a random robot walked into the science fair.       The robot walked up to Mr. Gomez and asked for Alex 'Oh, you just missed him,and who are you?' Mr. Gomez said ' I am Alex's robot' said the robot 'You don't look like a robot, you look like a human bean'said Mr Gomez well that must mean Alex did a great job on me,right'? said the Robot 'Yes' said Mr Gomez and the robot walked away ' Oh and can you tell Alex he has an A, please'said Mr Gomez 'sure' said the robot. And that's how Alex got an 'A'. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75482638729442,1.73895304085724,0.820312184354691
8,"AI-XC",20131218113506,1000,1000,"P","N","N","M",384153,6,11084286,"Y",55103," Construction robots are important many reasons. First, they can be used to make buildings.Second, they are safer than being made by humans. If robots die ,we don't lose a love one. Finally, they might build building faster like all night.     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.397654306494001
9,"AI-XC",20131218113506,1000,1000,"A","N","N","M",384200,6,11084293,"Y",55103,"              It was Friday evening and I was watching a basketball game. The guests were wining but the home team,the Lakers, were losing. So that night, I went to sleep sad and angry. When I woke up, I had a wierd feeling someone was watching me. Scared, I went to the kitchen for breakfast but there was no one there. I looked all around the house for my parents but they weren't there. Thinking I was in a dream, I hit myself really hard on the head. Sure enough I fainted. When I woke up I thought I saw a robot, but when I blinked a couple times I saw my parents looking at me like I was crazy. I was wierd because one moment I saw a robot the next I saw my parents.                 I got up and asked my parents whats for breakfast. At first I thought they said screws with oil but then they said cerial. When I was done, I went to my room to study for my social studies test. When I opened my book, I found a page that I have never seen before. It was about a boy facing a fleat of robots. It said he defeated them, but they keep coming back every one-hundred years. The page was written in 1908 and it was 2008 now!                When I went to school, everything was normal. Nothing seemed unnatural. But when I came home, My parents were acting wierd again.                     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38317828678714,1.34076237967657,1.06784829471703
